scene	code_index	zh_body
SEEN5430	14558	让这个女孩爱上我…
SEEN5430	14561	这将是真正的,字面上的…
SEEN5430	14563	自杀任务
SEEN5430	15198	「我敢肯定… 一个精神…
SEEN5430	15200	还在
SEEN5430	15202	还有更多
SEEN5430	15204	心脏…
SEEN5430	15206	比你还…」
SEEN5430	15510	我觉得我以前见过这种风景
SEEN5430	15512	我笑的时候想到了这个想法
SEEN5430	15514	其实还有一件事 我也不觉得我讨厌这所学校了
SEEN5430	15517	感谢某个人
SEEN6416	442	相当重要
SEEN6416	863	「嗯,是有点。 我是说…」
SEEN6416	865	「如果你不来介绍我给你的父母, 我不能随便跑进你的地方; 他们会认为我只是一个小矮子 自称你的朋友」
SEEN6416	970	我只要照她的话去做
SEEN6416	1242	「这叫…
SEEN6416	1244	米饼面包！」
SEEN6416	1246	完全如广告,我明白了。
SEEN6416	2091	密码
SEEN6416	2093	一项法律
SEEN6416	2121	是吗？
SEEN6416	2249	这家人怎么了？
SEEN6417	21	我离开教室,看看走廊周围
SEEN6417	24	古河她站在墙上 以免妨碍交通
SEEN6417	26	我们的眼睛相遇了
SEEN6417	28	她的脸在翻过来时 变成了笑容
SEEN6417	58	「关于什么？」
SEEN6417	225	「呜………
SEEN6417	227	呜哇啊啊啊啊啊————…」
SEEN6417	1338	「部分是因为你是谁 你的核心,你知道吗？ 你如何背负自己, 你的行为… 那种东西」
SEEN6417	1340	「我认为,一旦人们了解你, 他们都会喜欢你」
SEEN6417	2145	「画画」
SEEN6417	3052	她喜欢什么？
SEEN6417	3600	*点* *点*
SEEN6417	4753	「好吧,我告诉你。\n$w当然\n$w好吧,我告诉你」
SEEN6418	55	这时戏剧俱乐部信息会要召开.
SEEN6418	265	她真的能指望未来的俱乐部成员 认真对待她吗？
SEEN6418	267	我的意思是,谁想加入一个戏剧俱乐部 和一个连他们的神经都无法克服的总统？ 说到明显的矛盾
SEEN6418	512	「顿…」
SEEN6418	514	「你不觉得你先决定要说什么会是个好主意吗？」
SEEN6418	676	当然不可能
SEEN6418	1135	「暂停！」
SEEN6418	2262	他笑得不开心
SEEN6418	2905	他笑得不开心
SEEN6418	3150	因为我的田径运动, 我几乎有 任何和每一个高中 开放给我选择。
SEEN6418	3152	所以计划是选一个好球 继续打篮球
SEEN6419	1469	我只要给她看看
SEEN6419	1668	这个臭味！」
SEEN6419	1743	无论她是否在家
SEEN6419	3470	她来到我身边,微笑。
SEEN6421	703	我只是呆在这里。
SEEN6421	1072	学校…
SEEN6421	1074	$S065被占用。
SEEN6421	1643	我该为她做什么？
SEEN6421	1652	「我帮你过去」
SEEN6421	1668	「什麽… ？ 你确定吗？」
SEEN6421	1670	「对 我们好像在对付一群硬头,所以该用火扑灭了」
SEEN6421	1686	「对不起…」
SEEN6421	1704	我离开古河后面去学生会房间
SEEN6421	1788	男孩抬头看。
SEEN6421	1790	他的面孔看起来像是 已经从子宫里出来 在学生会。
SEEN6422	192	「我不知道你能不能在这个学校里 拿到那么多签名…」
SEEN6422	194	「戏剧俱乐部解散了 因为一开始没有人想加入,对吧？」
SEEN6422	807	「你们…」
SEEN6422	809	「有这样的人… ？
SEEN6422	811	我永远不会猜到…」
SEEN6422	1859	$S081*巴马*
SEEN6422	2761	『春原阳平』提出想加入队伍！\n怎么办？
SEEN6422	2786	「坚持住,让我进入你的小组甚至没有选择！」
SEEN6422	2803	*斜线*
SEEN6422	2822	「啊,啊,啊,啊,啊,啊,啊,啊,啊,啊！」
SEEN6422	2840	「坚持住,让我进入你的小组甚至没有选择！」
SEEN6422	2843	* 呜呼 *
SEEN6422	2862	「我的钱包！」
SEEN6422	2880	「坚持住,让我进入你的小组甚至没有选择！」
SEEN6422	2897	轰！
SEEN6422	2913	「我的头着火了？」
SEEN6422	3090	「风子了解情况…」
SEEN6422	3106	「那么就由风子来当你们的辩护人，和学生会战斗吧。」
SEEN6422	3128	「反对！
SEEN6422	3130	　风子感觉很模糊,但是…」
SEEN6422	3132	「反对！
SEEN6422	3134	　风子只是有预感」
SEEN6422	3136	「反对！
SEEN6422	3138	　风子只是想说说而已」
SEEN6422	3140	「反对！
SEEN6422	3142	　风子用成人票付火车费 像个好女孩！」
SEEN6422	4822	…ＨＡＰＰＹ　ＥＮＤ
SEEN6422	5200	哦,等等,那是我的错。
SEEN6423	1255	在丹戈斯岛！」
SEEN6424	932	感觉也一样
SEEN6424	1659	我想帮她
SEEN6424	1755	…」
SEEN6425	1314	「＊Ａ」
SEEN6425	1317	「＊Ｂ」
SEEN6425	1326	「你会怎么做？＊Ａ？」
