scene	code_index	zh_body
SEEN3419	38	在阶级中间…
SEEN3419	48	这是什么… ?
SEEN3419	409	是吗?\n$w是吗?\n$wPu
SEEN3419	429	$S081* 呜呼*
SEEN3419	510	$S081* 呜呼*
SEEN3419	954	$S081ack
SEEN3421	61	$S081*温*
SEEN3421	79	$S081*温*
SEEN3421	190	扫帚*
SEEN3421	357	$S040你不觉得人类很强壮吗?
SEEN3422	3	继续上课…
SEEN3422	49	午饭后我就睡不着了
SEEN3422	51	我离开。 我老师的声音听起来就像摇篮曲
SEEN3422	53	感觉我的眼皮快闭了
SEEN3422	55	*Th*
SEEN3422	81	外面吗?
SEEN3422	489	突然我感觉到有东西朝我走来
SEEN3422	505	几乎本能地,我的上身靠在右边。
SEEN3422	507	就在此时此刻 有东西用左耳的闪光 穿过空气
SEEN3422	509	然后,一个th
SEEN3422	512	声音从地面传来。 那个…
SEEN3422	514	坎吉词典?
SEEN3422	518	我转身,以为不可能是…
SEEN3422	2087	$S040发生什么事了?＊Ａ?
SEEN3422	2089	$S040他也许累了。
SEEN3422	2091	$S040再说,那不是枕头吗?
SEEN3422	2093	$S040无论如何,都是恶心的.
SEEN3422	2213	他的眼睛是无光的…
SEEN3423	822	我们继续玩捉迷藏的游戏
SEEN3423	875	$S040*亲爱的*…
SEEN3423	883	男人,这是可怕的。
SEEN3424	109	我要咖喱面包和瓜面包
SEEN3424	694	是吗?\n$w是吗?
SEEN3424	3886	是吗?\n$w是吗?
SEEN3424	3992	是吗?\n$w是吗?
SEEN3424	4076	是吗?\n$w是吗?
SEEN3425	511	$S040(她在学校门口等你)
SEEN3425	513	$S040(… 谁? )
SEEN3425	515	$S040(你知道,不是吗? )
SEEN3425	533	$S040(这是对等你与椋计划——第2部分。
SEEN3425	537	$S040(我从后门离开) 放开
SEEN3425	553	$S040(没门.
SEEN3425	557	$S040(放开.
SEEN3425	559	$S040(数目)
SEEN3425	561	$S040(我不去. ) 师曰.
SEEN3425	563	$S040(请去.
SEEN3425	565	$S040(无.
SEEN3425	567	$S040(进.
SEEN3425	575	$S040(顺便说一句,杏.)
SEEN3425	591	$S040是吗? 想去吗?
SEEN3425	593	$S040(这很感人,你知道吗?)
SEEN3425	609	$S040(… 抚摸? 什么情况?
SEEN3425	611	$S040(有点软。 )
SEEN3425	841	\n$w
SEEN3425	1216	$S081*掷 *
SEEN3425	1266	$S081umble umble
SEEN3425	1502	我走过去时会叹息杏.
SEEN3425	1542	当我回答她时,我缩了肩膀。
SEEN3425	1567	…我想我会去…
SEEN3425	1590	太阳已经挂得有点低 画的风景是红色的
SEEN3425	1592	她的影子在地上伸长了
SEEN3425	1594	它非常接近,一直伸到我的脚, 不像她自己有多远。
SEEN3425	1596	在这种令人沮丧的色彩中
SEEN3425	1598	她来了
SEEN3425	1600	俯视前门墙,双手牵着包,俯视地势.
SEEN3425	3133	*滚 * 滚 * * 滚 *
SEEN3425	3135	*罗尔**罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔 *罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗尔*罗姆*罗姆*
SEEN3425	3137	一旦我们完成了我们名字的输入,它就转到性别选择菜单上。
SEEN3425	3139	符号QQ和QQ现在浮在屏幕上.
SEEN3425	3141	这没什么难的
SEEN3425	3143	我把光标移到… …然后按下输入按钮
SEEN3425	3146	接下来,我要在生日和生日上打一拳 等等,我怎么会知道我是什么时候出生的?
SEEN3425	3771	"我把水晶球转过来 按下确认按钮 用光标在""朋友""的上面"
SEEN3425	3791	菜单的文字逐渐淡出,屏幕上只留下星星和夜空.
SEEN3425	3793	此后不久,文字再次出现在屏幕上的夜空上.
SEEN3426	362	$S081*炸弹*
SEEN3426	966	椋…?
SEEN3426	1115	怎么样?\n$w怎么样?
SEEN3426	3154	在同一时刻,我耳边有微风
SEEN3426	3156	这么快就能感觉到耳朵响了
SEEN3426	3158	我接下来听到的是
SEEN3426	3160	a
SEEN3426	3163	接著是撞到地上的声音
SEEN3426	3167	我仔细地看着脚, 在那里,我发现一个$K39Kojien字典$K0 深陷地下。
SEEN3428	335	突然,他恢复了理智,轻轻地摇动了他的头左右.
SEEN3428	340	*甘蓝*
SEEN3429	2317	我觉得我喜欢这个…\n$w我喜欢这个
SEEN3429	2774	"这是一件黑色衬衫,胸前和背面写着一个红色的书法风格字体,上面写着""dis""字。"
SEEN3429	2776	不用说,我对这件衬衫的设计很愚蠢
SEEN3430	1064	我从座位上站起来时检查钱包
SEEN3430	1080	当我的眼睛转过门,我发现藤林站着
SEEN3430	1082	她向下看,好像站在那里等一个人.
SEEN3430	1084	单单… 我猜是我,她在等着她
SEEN3430	2414	$S040嘿,你听说过奇怪的故事 关于家伙的洗手间?
SEEN3430	2416	"$S040是的,有人写了类似""我的房间""之类的东西 把自己关在里面,对吗?"
SEEN3430	2418	$S040真让人毛骨悚然 我甚至不想靠近它
SEEN3501	1653	$S040顿＊Ａ又拿着玩具了
SEEN3501	1655	$S040他好像挺喜欢的
SEEN3501	1657	$S040也许这只是个枕头
SEEN3501	1659	$S040然其不似震动乎?
SEEN3501	1669	$S040这提醒了我。 你听说过那些人的洗手间吗?
SEEN3501	1671	"$S040你是说说""我的房间""的那个?"
SEEN3501	1673	"$S040不,这个更好 上面写着""我的爱巢"""
SEEN3501	1675	$S040哦,伙计! 我不想再靠近那个地方了!
SEEN3502	649	$S040…你们…
SEEN3502	667	$S040我喜欢… 你…
SEEN3502	2134	$S040你听说过那些家伙的浴室吗?
SEEN3502	2136	$S040今天是什么情况?
SEEN3502	2138	$S040因为某种原因,橄榄球俱乐部 今天有一个监视那里。
SEEN3502	2140	$S040他们很热衷于把藏在里面的人拖出来…
SEEN3502	2142	$S040是吗? 为什么?
SEEN3505	1220	我们去书店谈我们最近读过的漫画…
SEEN3505	1222	我们去服装店 互相挑衣服…
SEEN3505	1225	在普通商店,我们看看配件和聊天。
SEEN3505	1243	不久,太阳就挂在一边, 延长我们的阴影。
SEEN3505	1245	我的腿相当疲惫。 也许是因为我们走了一整天
SEEN3505	1265	藤林你想去什么地方吗?
SEEN3505	1281	那个… 这个…
SEEN3505	1283	她环顾四周,摸她的嘴唇,好像在想些什么
SEEN3505	1285	然后,她转向我。
