scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN4424	216			放課後の開室中だからまだ行かないだろう。	probably open after school, so she wouldn't be there.
SEEN4424	867			つきつけるなああっ!!	ignore my efforts!!
SEEN4425	59			チルチルミチルとか…	$K10Chiruchirumichiru$K0... 
SEEN4425	61			そういうメルヘンな感じの名前だった気が…	or some other fancy name...
SEEN4425	77			ふたり一緒に乗り越えて…	which the two overcome together... 
SEEN4425	80			いくんだ…	and...
SEEN4425	391	ことみ	琴美	「うん。	`Kotomi@Okay.
SEEN4425	393			なんでやねん」	 Whatcha talking 'bout?
SEEN4425	1245			そうだな、金曜日だけにしよう」	only on Fridays?
SEEN4425	1490	春原	春原	「なんでおまえがそんな奴と…	`Sunohara@Why are you with someone like that...
SEEN4425	1492			って人の話聞いてんのかよ＊Ａっ」	 hey, listen to me, ＊Ａ!
SEEN4425	1498			＊Ａ＊Ｂく～ん。	＊Ｂ ＊Ａ-kun... 
SEEN4425	1500			おーい、聞いてるか～？」	Hey, are you listening?
SEEN4425	1630	春原	春原	「オーストラリアぁ!?	`Sunohara@Australia?!
SEEN4425	1632			　それってアレじゃんほらアレ…」	 That's, uh, you know...
SEEN4425	1634	春原	春原	「シドニー！」	`Sunohara@Sydney!
SEEN4425	1776	春原	春原	「これって…	`Sunohara@This is...
SEEN4425	1778			夢だよね？」	 a dream, right?
SEEN4425	1799			しっ。	＿
SEEN4425	1892			がん	 *Bang*
SEEN4425	1895			がんっ!!	 *Smash*
SEEN4425	1954			がんがん	 *Slam*
SEEN4425	1957			がんっがん	 *Bash*
SEEN4425	2178			ばたじた	 *Fidget*
SEEN4425	2181			ばたっ。	 *Fidget*
SEEN4425	2204			ばた	 *Fidget*
SEEN4425	2207			じたばた	 *Fidget*
SEEN4425	2210			じたばたっ。	 *Fidget*
SEEN4425	2253			たじたば	 *Fidget*
SEEN4425	2256			たじたば	 *Fidget*
SEEN4425	2259			たじたばたっっ。	 *Fidget*
SEEN4425	3417	杏	杏	「えっあたし？	`Kyou@Huh? Me?
SEEN4425	3419			　えっと、３年Ｅ組の藤林杏です」	 Um, I'm Kyou Fujibayashi from Class 3-E.
SEEN4425	3462			今のが幻の大技、	That's the miraculous 
SEEN4425	3464			助走なしドロップキックツッコミだ、	 standing start dropkick retort
SEEN4425	3466			ぞ…」	...
SEEN4428	214	ことみ	琴美	「なんでやねん…	`Kotomi@Whatcha talking 'bout?
SEEN4428	216			なんでやねん…	 Whatcha talking 'bout?
SEEN4428	218			なんでやねん…」	 Whatcha talking 'bout?
SEEN4428	284			って誰がご主人様だよっ！」	Wait, who are you calling a handler?!
SEEN4428	300	ことみ	琴美	「なんでやねん…	`Kotomi@Whatcha talking 'bout?
SEEN4428	302			なんでやねん…	 Whatcha talking 'bout?
SEEN4428	304			なんでやねん…」	 Whatcha talking 'bout?
SEEN4428	324	ことみ	琴美	「なんでやねん…	`Kotomi@Whatcha talking 'bout?!
SEEN4428	326			なんでやねん！…	 Whatcha talking 'bout?!
SEEN4428	328			なんでやねーん!!」	 Whatcha talking 'bout?!
SEEN4428	390			ということは、俺が来るまでこいつらふたりきりだったわけだ。	That means they were alone until I dropped in.
SEEN4428	392			まあ何を話したかはともかく、ことみが逃げ出さなかったってことは、こう見えて仲良くできてるんだろう。	Setting aside their discussion, considering how Kotomi didn't run away... they're probably getting along quite well.
SEEN4428	408			その時、廊下をぱたぱたと足音が近づいてきた。	I hear footsteps in the hallway.
SEEN4428	2120			ほめとりゃ	is complimenting 
SEEN4428	2123			せんわっ!!」	you!!
SEEN4428	2757	＊Ｂ・杏	＊Ｂ・杏	「はあぁ…」\n$w「あーもうっ」	`＊Ｂ & Kyou@*Sigh*\n$wOh, geez.
SEEN4428	2775	杏	杏	「今度から耳栓持ってくることにするわ」	`Kyou@I'll remember to bring ear plugs next time.
SEEN4428	2777	＊Ｂ	＊Ｂ	「それでもまた来るって決めてるあたり、おまえもたいがいお人好しだな」	`＊Ｂ@Considering how that's not stopping you from coming, you're a huge softie.
SEEN4428	2779			そう言ってやると、余裕の笑みが返ってきた。	When I say that, she gives a huge, smug grin.
SEEN4428	2795	杏	杏	「あんたには負けるけどねー」	`Kyou@Not as much as you.
SEEN4429	366			じゃなくてヴァイオリンなんて弾く奴は、俺の知る限りひとりしかいない。	I mean, a violin inside the library...
SEEN4430	299			色々な意味で。	In more ways than one.
SEEN4430	359	ことみ	琴美	「＊Ｂくん……	`Kotomi@＊Ｂ-kun... 
SEEN4430	361			忘れ、ちゃったの？」	did you forget?
SEEN4430	553			ことみっ!!　あんたって	 Kotomi! You're such
SEEN4430	556			子は～…」	 a...!
SEEN4430	800			～～っ!!	~~!! 
SEEN4430	884			ばたじ	 *Wriggle*
SEEN4430	887			たばた。	 *Wriggle*
SEEN4430	1187			・こ	 it
SEEN4430	1190			・で	 here
SEEN4430	1193			・弾	 right
