scene	code_index	zh_body
SEEN6801	259	你想吗?
SEEN6801	261	你这样做,不是吗?
SEEN6801	263	我们要不要看看?
SEEN6801	265	想看看里面吗?
SEEN6801	794	认识她,她可能…
SEEN6801	810	＊Ｂ还有我…
SEEN6801	812	正在这样做…
SEEN6801	814	「渚炸弹壳:第三部分。
SEEN6801	957	渚永远不会做会夺走生命的事
SEEN6801	1932	无论如何,不要告诉 老人或早苗-先生,好吗?
SEEN6801	2188	我回过头来 沉迷于这些想法
SEEN6801	5890	拒绝下去。
SEEN6801	6263	不过,你知道…
SEEN6801	6265	我只是希望这个地方不会改变。
SEEN6801	6553	直到…
SEEN6801	6556	我发现自己在这里。
SEEN6801	6574	然后,感觉… 这里所有的绿化 开始拥抱渚.
SEEN6801	6580	那是在晨光的光线下…
SEEN6801	6582	那个渚睁开眼睛看着我
SEEN6801	6584	眼泪开始流出
SEEN6801	7355	这样一来,她的身体可能会有危险…
SEEN6801	7622	渚'决心不动摇.
SEEN6801	8627	如果我不阻止她的话?
SEEN6801	9254	因为我不能保证你身体的安全
SEEN6801	11792	就这样
SEEN6801	11802	别握着她的手
SEEN6801	11997	摆… 会发生什么事?
SEEN6801	11999	我的心是不是再也无法承受… ?
SEEN6801	12001	还是我放弃了希望?
SEEN6801	12003	都结束了吗?
SEEN6801	12022	突然,我的视力又回来了
SEEN6801	12024	我看见前面的地板。
SEEN6801	12028	我能听见
SEEN6801	12030	…哭泣的声音。
SEEN6801	12032	…婴儿哭的声音。
SEEN6801	12034	当我意识到它是什么, 我打头。
SEEN6801	12038	我看着哭的声音… 找到婴儿的红色身体 在毛巾。
SEEN6801	12040	我放弃了渚手把孩子裹在毛巾上 轻轻地抱在我怀里
SEEN6801	12043	接下来,我回去等渚手 手 手 手
SEEN6801	12061	渚…
SEEN6801	12063	渚's闭目.
SEEN6801	12065	她的脸又瘦又累…
SEEN6801	12067	渚…
SEEN6801	12069	我打电话给她。
SEEN6801	12071	渚…
SEEN6801	12073	我的眼睛开始流泪…
SEEN6801	12075	在他们跌倒前的一刻
SEEN6801	12077	我感觉有东西挤压我的手,还给我的握力。
SEEN6801	12079	渚!
SEEN6801	12113	и…
SEEN6801	12115	我尽力了…
SEEN6801	12195	顿渚…
SEEN6801	12197	单单渚…
SEEN6801	12199	我们再聊一会…
SEEN6801	12201	你只要听着…
SEEN6801	12385	继续
SEEN6802	1166	没有 跟着我秋生-长官…
SEEN6802	1168	与乌shi.
SEEN6802	1661	我忘了在合适的地方见面吗?
SEEN6802	1663	我们能不能在他们去我公寓时不小心地穿过道路?
SEEN6802	1665	如果是这样,门被解锁似乎很奇怪。
SEEN6802	1667	这个镇也许没有太多的入室盗窃, 但至少,你仍然会锁上你的门 在你出城之前。
SEEN6802	1669	我开始有一种不好的预感。
SEEN6802	1672	我进屋时没人邀请我
SEEN6802	1690	我一到客厅 就看到一张纸放在桌子上 很容易找到
SEEN6802	1692	乃遗遗之注.
SEEN6802	1694	我拿它开始读它。
SEEN6802	1696	…亲爱的＊Ｂ.」
SEEN6802	1698	突然有东西出现秋生-我和先生得出去一会儿
SEEN6802	1700	所以请和宇雄一起旅行 好好照顾她
SEEN6802	1702	…「早苗 古河.」
SEEN6802	1704	. . P. S. 你会找到 如何到达 的本注的另一边。
SEEN6802	4181	$S059闭嘴! 页:1
SEEN6802	4667	*加纳*
SEEN6802	4671	* 灰尘*
SEEN6802	4675	*加纳*
SEEN6802	4680	$S068*卡-沙亚赫*
SEEN6802	6407	我父亲的名字
SEEN6802	6720	我可以救她回来。
SEEN6802	6794	在厕所里…
SEEN6802	6796	或者进入你的胸口…
SEEN6802	8596	他开始准备投球了
SEEN6802	8598	一个…
SEEN6802	8600	二,还有…
SEEN6802	9186	好久不见
SEEN6802	9387	我有没有…
SEEN6802	9389	已经
SEEN6802	9391	完成所有的工作,这是要做的… ?
SEEN6802	9417	…所以在某个时候…
SEEN6802	9419	我的工作结束了…
SEEN6802	9435	这是…
SEEN6802	9451	很高兴听到
SEEN6802	9473	那晚我们在一起过
SEEN6802	9475	我们甚至一起洗澡
SEEN6802	9477	我父亲回来了 在我脑海中似乎总是那么大…
SEEN6802	9479	. . . . . .
SEEN6802	9481	我擦干净了
SEEN6802	9484	我洗洗的时候脑子是空的
SEEN6802	9502	次日晨报.
SEEN6802	9504	我父亲离开家时只装满衣服
SEEN6802	9506	宇雄和我掌握着他们
SEEN6802	9548	一个痛苦的一天。
SEEN6802	9609	＊Ｂ…
SEEN6802	9719	有一天我会补偿你的…
SEEN6802	9792	从现在开始,我是父亲了。
SEEN6802_1	60	现在我可以把这些都藏起来了
SEEN6802_1	2080	我把手放在她的头上,问。
SEEN6802_1	2096	*炸弹*
SEEN6802_1	2098	她用她所有的力量把我的手刷掉
SEEN6802_1	2114	我又把我的手踩在她的头上了
SEEN6802_1	2130	*炸弹*
SEEN6802_1	2132	又复刷净.
SEEN6802_1	2145	*倾斜*
SEEN6802_1	2161	*炸弹*
SEEN6802_1	2177	*倾斜*
SEEN6802_1	2193	*炸弹*
SEEN6802_1	2209	*倾斜*
SEEN6802_1	2225	*巴姆* .
SEEN6802_1	3456	我把手放在她的头上,问。
SEEN6802_1	3472	*炸弹*
