scene	code_index	zh_body
SEEN4424	216	可能放学后会开门 这样她就不会在那里了
SEEN4424	867	无视我的努力!
SEEN4425	59	K10 奇鲁希鲁米奇鲁 K0…
SEEN4425	61	或别的名…
SEEN4425	77	两者共同战胜…
SEEN4425	80	还有…
SEEN4425	391	好吧,我告诉你。
SEEN4425	393	你在说什么?
SEEN4425	1245	只有星期五吗?
SEEN4425	1490	你为什么跟这种人在一起…
SEEN4425	1492	嘿,听我说,＊Ａ!
SEEN4425	1498	＊Ｂ ＊Ａ…
SEEN4425	1500	你在听吗?
SEEN4425	1630	澳大利亚?
SEEN4425	1632	这…
SEEN4425	1634	西德妮! 谢妮!
SEEN4425	1776	这是…
SEEN4425	1778	一个梦,对不对?
SEEN4425	1799	＿
SEEN4425	1892	*炸弹*
SEEN4425	1895	* 乱打*
SEEN4425	1954	*斯莱姆*
SEEN4425	1957	*巴许*
SEEN4425	2178	* 寻找 *
SEEN4425	2181	* 寻找 *
SEEN4425	2204	* 寻找 *
SEEN4425	2207	* 寻找 *
SEEN4425	2210	* 寻找 *
SEEN4425	2253	* 寻找 *
SEEN4425	2256	* 寻找 *
SEEN4425	2259	* 寻找 *
SEEN4425	3417	是吗? 我吗?
SEEN4425	3419	额,我…杏 藤林3E级的
SEEN4425	3462	这就是奇迹
SEEN4425	3464	开始反转
SEEN4425	3466	…
SEEN4428	214	你在说什么?
SEEN4428	216	你在说什么?
SEEN4428	218	你在说什么?
SEEN4428	284	等等,你叫谁来管事?
SEEN4428	300	你在说什么?
SEEN4428	302	你在说什么?
SEEN4428	304	你在说什么?
SEEN4428	324	你在说什么?
SEEN4428	326	你在说什么?
SEEN4428	328	你在说什么?
SEEN4428	390	也就是说他们独自一人 直到我进来
SEEN4428	392	搁置讨论,考虑如何琴美他们可能相处得很好
SEEN4428	408	我听到走廊上的脚步声
SEEN4428	2120	赞美
SEEN4428	2123	你们!
SEEN4428	2757	*叹息*\n$w天呐
SEEN4428	2775	下次我会记得带耳塞
SEEN4428	2777	考虑到这样不会阻止你的到来, 你是一个巨大的软。
SEEN4428	2779	我这么说时,她会笑得一团糟
SEEN4428	2795	没有你那么多
SEEN4429	366	我是说,图书馆里的小提琴…
SEEN4430	299	不止一个
SEEN4430	359	＊Ｂ…
SEEN4430	361	你忘了吗?
SEEN4430	553	琴美你这样
SEEN4430	556	一个…
SEEN4430	800	~~!!
SEEN4430	884	*摇摆*
SEEN4430	887	*摇摆*
SEEN4430	1187	这个
SEEN4430	1190	这里
SEEN4430	1193	对
SEEN4430	1196	现在
SEEN4430	1199	,所有数据
SEEN4430	1202	对
SEEN4430	1205	?!
SEEN4430	1326	不,等会。 它甚至还没有建立。 更有理由避免任何名声。
SEEN4430	1692	我觉得 也许吧
SEEN4430	2042	你知道吗…
SEEN4430	2044	你一直宠坏她
SEEN4430	2645	当时…
SEEN4430	2647	…我们…
SEEN4430	2649	…让我们…
SEEN4430	2651	伊奇诺斯博士的研究…
SEEN4430	2653	.. 是一个伟大的…
SEEN4430	2655	…这不重要…
SEEN4430	3120	听着 这是你的机会
SEEN4430	3122	我害怕,所以我要你送我回家。
SEEN4430	3124	用可爱的声音对他说
SEEN4501	826	在她离开之前 我们只交换这几句话
SEEN4501	828	交朋友一定不错
SEEN4501	833	*击打*
SEEN4501	857	当然 明日及后日,我亦会暴.
SEEN4501	881	你叫谁傻?
SEEN4501	883	你的行为跟我完全一样!
SEEN4501	1081	你真的很擅长政治方面的东西,是吧?
SEEN4501	1097	好吧,我指望你做你的工作,好吗?
SEEN4501	1113	这么说之后,杏走开
SEEN4501	1115	哦,没事…
SEEN4501	1117	我决定找候选人
SEEN4501	1119	我意识到我要求人们和我一起下地狱
SEEN4501	1121	一个人会很适合这样的特殊任务
SEEN4501	1123	我看着他的桌子,但没有人在那里。
SEEN4501	1125	他一定是出去买面包什么的
SEEN4501	1173	我解开海报 准备好缩图
SEEN4501	1175	*弹出 *弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*
SEEN4501	1177	*弹出 *弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*弹出*
SEEN4501	1314	回到图书馆,她太吵了
SEEN4501	1316	无视我。
SEEN4502	1236	你在说什么?
SEEN4502	1238	你这笨蛋!
SEEN4502	1240	别闹了!
SEEN4502	1242	我受够了你!
SEEN4502	1244	什么鬼东西?
SEEN4502	1260	你会得到一个反手砍 从各个方向。
SEEN4502	1408	页:1
SEEN4502	1411	a
SEEN4502	1414	a:
SEEN4502	2728	好吧,我告诉你。
SEEN4502	2730	那个…
SEEN4502	2732	如果你不介意的话…
SEEN4502	2750	我想我们俩在休息期间去别的地方
SEEN4502	2914	我回答她慢一点。
SEEN4503	150	阳光很严酷,我流汗 我几乎能听到夏日爬进来的声音
