scene	code_index	zh_body
SEEN2422	2523	「相乐美佐…
SEEN2422	2525	枝。」
SEEN2422	2809	　艺术吗？
SEEN2422	2811	　神的启示吗？
SEEN2422	2928	「你们这些家伙…
SEEN2422	2930	不可原谅！」
SEEN2422	3016	「你们这些家伙…
SEEN2422	3018	快点跟我来！」
SEEN2422	3563	什么也想不出来。
SEEN2422	3854	「听见了吧，春原。到这里已经够了吧？」
SEEN2423	1548	那是一个不堪一击的女孩子。
SEEN2423	2058	$S065$SU000「不、不是…
SEEN2423	2060	咯…
SEEN2423	2076	$S065咯————！$S」
SEEN2423	2180	「$S065咯——！
SEEN2423	2182	　咯咯——！
SEEN2423	2184	　咯咯咯咯——！$S」
SEEN2423	2200	「嘿…怎么样！」
SEEN2423	3082	「到那个时候…
SEEN2423	3084	就请你当场离开。」
SEEN2423	3638	最后甚至退学？」
SEEN2423	3905	…一个声音。
SEEN2423	3921	「风子…
SEEN2423	3937	驾到。」
SEEN2423	4056	「那么，海星热潮…
SEEN2423	4072	开————始！」
SEEN2423	4088	「这样一来，他们就会沉迷寻找海星，热血过头，最后内部争斗起来。」
SEEN2423	4104	「看吧，看他们那副贪婪争抢的样子。」
SEEN2423	4121	「等等，根本没人动一下啊————！」
SEEN2423	4245	…一个声音。
SEEN2423	4248	从校舍那边走来的是…春原。
SEEN2423	4571	「＊Ａ也…
SEEN2423	4573	太冷淡了…
SEEN2423	4575	呢…」
SEEN2423	4729	她担心地一直观察着这边的情况。
SEEN2423	5048	「大概吧。」
SEEN2423	5054	「啊…」
SEEN2423	5090	「是…演戏。」
SEEN2423	5126	「我们其实是话剧社的。」
SEEN2424	259	我本来想象的是漫画里常见的那种互相拉扯脸颊的场面……
SEEN2424	261	可对象是智代，看来根本做不出那种画面。
SEEN2424	1141	「要死了…」
SEEN2424	1163	好像听到了什么。
SEEN2424	1228	「真的要死了…」
SEEN2424	1250	又好像听到了什么。
SEEN2424	1299	………咚！
SEEN2424	3332	「是吗。」
SEEN2424	3433	我正想就这样分开，智代却主动追了过来。
SEEN2424	3435	我们的嘴唇再次贴在一起。
SEEN2424	3437	越过智代的耳边，我看见正在放学回家的学生。
SEEN2424	3454	「风子…
SEEN2424	3470	驾到。」
SEEN2424	3486	「等等，风子竟然闯进了这么不得了的场面————!!」
SEEN2424	3502	「哇啊…事情变得好厉害…」
SEEN2424	3541	不知道有多少人看见了这样的我们。
SEEN2424	3543	我们的嘴唇贴在一起足足有那么久。
SEEN2425	1365	「$S065咦咦咦——————！$S」
SEEN2425	1401	「不满什么的…
SEEN2425	1407	我就是不满啊——！」
SEEN2426	729	「我去买餐券。智代想吃什么？」
SEEN2430	366	那样的生活也许也不错…」
SEEN2502	1110	我抓住他的衣领。
SEEN2502	1128	「风子…
SEEN2502	1144	驾到。」
SEEN2502	1162	「对手只有一个人的时候，海星热潮不能用。」
SEEN2502	1164	「这种时候就要用…
SEEN2502	1181	海星就像滚石一样！」
SEEN2502	1183	话说，这名字真长。」
SEEN2502	1199	「这里有一个海星雕刻。」
SEEN2502	1432	我重新抓住对方的衣领。
SEEN2502	1435	放学回家的学生都绕开我们走。
SEEN2503	383	对…一定会变成这样。
SEEN2503	503	我悄悄伸出手…
SEEN2503	576	\n＿＿＿＿＿＿＿＿＿＿＿You 
SEEN2503	581	Are 
SEEN2503	586	Dead!
SEEN2503	727	她手里拿着汤勺。
SEEN2503	729	这不正是个机会吗。
SEEN2503	740	还是老实一点吧…。
SEEN2503	744	对…一定会变成这样。
SEEN2503	862	我悄悄伸出手…
SEEN2503	929	\n＿＿＿＿＿＿＿＿＿＿＿You 
SEEN2503	934	Are 
SEEN2503	939	Dead!
SEEN2503	1312	虽然这是很容易预料到的反应……
SEEN2503	1314	但更让我厌烦的是，自己居然还期待这种事情能发生，真是毫无意义。
SEEN2503	2062	「是啊…感觉已经很久没用吸尘器了。」
SEEN2504	306	「还是说…
SEEN2504	308	要先做那个？」
SEEN2504	322	「那个…
SEEN2504	324	你从后面随便做什么都没关系…」
SEEN2504	326	「因为我…会努力做饭的…」
SEEN2504	337	我捏住裙子两边，开始往下拉。
SEEN2504	358	「…咦？」
SEEN2504	362	把裙子脱下来的话，不应该发出『唰』之类的声音吗？
SEEN2504	368	仔细一看，那里似乎有一根蔬菜。
SEEN2504	370	「呜哦哦————！　连萝卜都能刺进来吗————!!」
SEEN2504	420	\n＿＿＿＿＿＿＿＿＿＿＿You 
SEEN2504	425	Are 
SEEN2504	430	Dead!
SEEN2504	519	「只是妄想…
SEEN2504	521	不行吗…？」
SEEN2504	573	「你这家伙真让人无语…」
SEEN2504	575	「那个…
SEEN2504	577	非得在做饭的时候才行吗？」
SEEN2504	592	脑海里描绘的妄想…。
SEEN2504	658	她轻轻把头靠了过来。
SEEN2504	680	「我是说＊Ｂ的…
SEEN2504	682	妈妈。」
SEEN2504	684	「如果你也能有同样的感觉…
SEEN2504	687	就好了。」
SEEN2506	659	\n我的脸重重砸在桌子上。
SEEN2506	1444	就这样，我们三个人久违地一起度过了午休。
SEEN2506	1446	很开心。
SEEN2506	1448	真希望这样的时光能一直持续下去。
SEEN2506	1451	我是打从心底这么想的。
SEEN2506	1497	只要在选票上排列的名字中圈一个，然后交上去就行。
SEEN2506	1521	就这样，我们三个人久违地一起度过了午休。
SEEN2506	1523	很开心。
SEEN2506	1525	最后，我对两个人说。
