scene	code_index	zh_body
SEEN1428	1310	「他只是比较害羞而已。」
SEEN1428	1326	「其实他心里很喜欢小风。」
SEEN1428	1472	「＊Ａ，站在她这边的人是不会冲她大喊大叫的。」
SEEN1428	1475	「＊Ｂ，站在她这边的人是不会冲她大喊大叫的。」
SEEN1428	1534	「＊Ａ，你是不是对她做了什么坏事？」
SEEN1428	1537	「＊Ｂ，你是不是对她做了什么坏事？」
SEEN1428	1542	她还在记恨我弄丢了她送的海星吗。
SEEN1428	1546	她还在记恨我把她送的海星转送给别人了吗。
SEEN1428	1549	不过，除此之外我也想不到别的事。
SEEN1428	1650	她还在记恨我弄丢了她送的海星吗。
SEEN1428	1654	她还在记恨我把她送的海星转送给别人了吗。
SEEN1428	1657	不过，也不能说除此之外完全想不到别的事。
SEEN1428	2133	「那个，＊Ａ，我们接下来怎么办？」
SEEN1428	2136	「那个，＊Ｂ，我们接下来怎么办？」
SEEN1428	2763	…这家伙是真的相信春原变成同性恋了。
SEEN1428	2931	「就是同性恋这件事…」
SEEN1428	3026	「别在这种细枝末节上吐槽！」
SEEN1428	3497	「＊Ａ，怎么办。事情变得不得了了。」
SEEN1428	3500	「＊Ｂ，怎么办。事情变得不得了了。」
SEEN1428	3558	「啊，那样的话反而是小风更有利。」
SEEN1428	3561	「怎么办，＊Ａ？」
SEEN1428	3564	「怎么办，＊Ｂ？」
SEEN1428	3585	「可是，要是她输了，＊Ａ就…」
SEEN1428	3588	「可是，要是她输了，＊Ｂ就…」
SEEN1428	4288	「＊Ａ，你好像在妨碍他。」
SEEN1428	4291	「＊Ｂ，你好像在妨碍他。」
SEEN1428	4594	「$S065呜哦哦哦哦哦哦哦哦————！$S」
SEEN1428	4610	春原一边从手上喷着血，一边在地板上滚来滚去。
SEEN1428	4626	「哇，春原！」
SEEN1428	4642	「别滚来滚去了，赶快去保健室！」
SEEN1428	4698	「太过分了，＊Ａ！」
SEEN1428	4701	「太过分了，＊Ｂ！」
SEEN1428	4719	「$S065骗人——！$S」
SEEN1428	5064	「那个…难道是为了我吗…」
SEEN1428	5067	「为了不让＊Ａ…被带走…」
SEEN1428	5070	「为了不让＊Ｂ…被带走…」
