scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN6729	830			何が俺にそんな言葉を吐かせるのか…。	Just what could have made me spit out such words...
SEEN6729	832			ふと手のひらに…熱さを覚えた。	Suddenly, I feel a warm sensation against my palm, pulling my attention away.
SEEN6729	834			持ち上げてみる。	I raise my hand and look at it.
SEEN6729	854			そこから、何かが放たれた気がした。	It looks as if something is being emitted from there.
SEEN6729	1836			ぶんっ！	*Swoosh*
SEEN6729	1838			空気を切る勢いで、俺は渚の顔を見ていた。	I turn to look at Nagisa so fast, my movement makes a sound from the friction with the air.
SEEN6729	2326	秋生	秋生	$S063,0「早苗が焼いたパンのことだぁぁーーーーーーーっっ!!」	`Akio@$S063THE BREAD BAKED BY SANAEEEEEEE!!
SEEN6729	2666	渚	渚	「その…	`Nagisa@Is it...
SEEN6729	2668			ダメ…でしょうか？」	too much...to ask for?
SEEN6729	3628	＊Ｂ	＊Ｂ	「いや、違う。うれしかったのは、確かだからさ…」	`＊Ｂ@No, that's not it. I was actually very happy...
SEEN6729	3630	＊Ｂ	＊Ｂ	「ほら、そんなに落ち込むなよ…」	`＊Ｂ@Come on, don't feel so down...
SEEN6729	4772			結局渚は、いつまでもこのまんまなのだろう…。	In the end, Nagisa will probably be just Nagisa forever...
SEEN6800	1533	＊Ｂ	＊Ｂ	「おまえ、性格いいからさ、寄っていっても、嫌がられないと思うぜ？」	`＊Ｂ@You have a good personality. Even if you go up to talk to people, I don't think they'll find it annoying.
SEEN6800	1559			そう、演劇部だ」	 That's right, the drama club.
SEEN6800	2310	渚	渚	「今日は朝からビラを貼り直しました」	`Nagisa@I put the fliers back up this morning.
SEEN6800	3867	＊Ｂ	＊Ｂ	「＊Ａっす」	`＊Ｂ@My name's ＊Ａ.
SEEN6800	4242			作業員は林の向こうを指さして言った。	The worker points to the other side of the woods.
SEEN6800	4247			この問答、前にもした記憶が…。	I remember having this conversation somewhere before...
SEEN6800	4249			そうだ…	That's right...
SEEN6800	4251			車のボンネットをへこました濡れ衣を着せられそうになっているところを俺が助けてやった、あの時の作業員だ。	This is the worker that saved me when I was falsely accused of denting that car's hood.
SEEN6800	4634	＊Ｂ	＊Ｂ	「そうっすか…」	`＊Ｂ@Is that so...
SEEN6800	6400	＊Ｂ	＊Ｂ	「くそ…機動戦士めっ…」	`＊Ｂ@Damn you, Mobile Battler...
SEEN6800	6418	＊Ｂ	＊Ｂ	「いえ、なんでもないっす。ただのプラモデルっす」	`＊Ｂ@Oh, it's nothing. Just a plastic model.
SEEN6800	7260			渚を」	Nagisa.
SEEN6800	8892	＊Ｂ	＊Ｂ	（我慢にも限界があるよな…）	`＊Ｂ@(I can only control myself for so long...)
