scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN0414	905	＊Ｂ	＊Ｂ	$S065「くそぅ！　ラグビー部めえぇぇぇーっ！」	`＊Ｂ@$S065Dammit! Stupid rugby players!!
SEEN0414	1657			ってツッコミたくならんか？」	Right?
SEEN0414	1686	＊Ｂ	＊Ｂ	「…やめた。アホらし…」	`＊Ｂ@(...Forget it. This is stupid...)
SEEN0414	1689			速攻で挫折する。	I quickly get discouraged.
SEEN0415	165			さっきの女の。	It's hers.
SEEN0415	539			って、キモッ！』	Ew, gross!
SEEN0415	569			ぷっ』	Pfft...
SEEN0415	576	春原	春原	$S081「ぶぅーーーーーーっ！」	`Sunohara@$S081Phhhhht
SEEN0415	716	春原	春原	「アオテナガ…	`Sunohara@A fake Sunohara with... 
SEEN0415	732			覚えられんぐらいわけわからんわっ！」	I don't even remember the rest it was so weird!
SEEN0415	1405	＊Ｂ	＊Ｂ	「往年のフォークソングを歌いなさい」	`＊Ｂ@You have to sing an old-fashioned folk song.
SEEN0415	1439	春原	春原	「ヨーローリンサンダァーッ！　	`Sunohara@Your rolling thunder! 
SEEN0415	1452			カァァーーッ！」	Kaaaah!
SEEN0415	1480	春原	春原	「え…？」	`Sunohara@Huh...?
SEEN0415	1496	春原	春原	「ヨーローリンサンダァーッ！　	`Sunohara@Your rolling thunder! 
SEEN0415	1509			カァァーーッ！」	Kaaah!
SEEN0415	1983			うわああああああああああぁぁぁぁぁぁーーーーーーー…	GWAHHHHHHH...!
SEEN0415	2641	＊Ｂ	＊Ｂ	「フェバリットダンスソングを歌いなさい」	`＊Ｂ@You have to sing your favorite dance song.
SEEN0415	4901	＊Ｂ	＊Ｂ	「おまえ、地面に額をこすりつけて、食べさせてくださいって頼めよ」	`＊Ｂ@You should be kneeling down on the ground, asking me to give you food.
SEEN0415	5082	＊Ｂ	＊Ｂ	「おまえ、地面に額をこすりつけて、食べさせてくださいって頼めよ」	`＊Ｂ@You should be kneeling down on the ground, asking me to give you food.
SEEN0415	5284	＊Ｂ	＊Ｂ	「スポ薦の奴らは、手あげるぐらいしないと、わかんねって」	`＊Ｂ@Yeah. I mean, they won't understand anything unless you beat it into them.
SEEN0415	5434	美佐枝	美佐枝	$S081「ばーーーーつっ！」	`Misae@$S081PUNISHMEEEEENT!!
SEEN0415	5444	春原	春原	$S065「ぎぃああああああああーーーーーーーーっ！」	`Sunohara@$S065HYAAAAAGH!!
SEEN0416	976			ただ居て、話を聞き流しているだけ。教科が替わろうが、やることは同じだった。	My mind continues tuning out the teacher's words. The subject may change here and there, but it's all the same to me, really.
SEEN0416	1007			他に楽しいことがあるわけでもなし…。	It's not like there's anything else fun to do...
SEEN0416	1009			適当に過ごすか…。	I guess I'll just waste my time here...
SEEN0416	1055			四時間目を終え、昼休みに。	Fourth period ends, which means it's time for lunch break.
SEEN0416	1057			２時間ぶんの授業しか受けていないにも関わらず、十分だるい。	Even though I've only been in class for two hours, I still feel sluggish.
SEEN0416	1059			朝から四時間も授業を受けて、平然としている奴らが信じられない。	I don't know how these other kids do it. Some of 'em are completely unvexed by it all despite having been in class for the past four hours.
SEEN0416	1063			ようやく、午前の授業が終了…。	Morning classes finally come to an end...
SEEN0416	1872			ふぁあ、とあくびをしてみせる。	I let out a yawn.
SEEN0416	4420	＊Ｂ	＊Ｂ	「あ、そ」	`＊Ｂ@Is that so.
SEEN0416	4957	ようへい	ようへい	「ほうかごの　きょうしつ　です」\nボス？　＞	`YOUHEI@Boss, the classroom after school.\nBoss?  ＞
SEEN0416	4960			３−Ｅ　いけ	Go to class 3-E
SEEN0416	5009	ようへい	ようへい	「たいへんです！　なんと、ふじばやしきょうがしんでいます!!」	`YOUHEI@It's terrible! Kyou Fujibayashi is... dead!!
SEEN0417	175	＊Ｂ	＊Ｂ	「おはよ」	`＊Ｂ@'Morning.
SEEN0417	446			後になって思った。	I'd look back and realize this was another odd promise I made to her.
SEEN0417	1916	＊Ｂ	＊Ｂ	「よろしい」	`＊Ｂ@Okay.
SEEN0417	1920	＊Ｂ	＊Ｂ	「で、もう、諦めるのか？」	`＊Ｂ@So, are you gonna give up?
SEEN0417	2012	春原	春原	「答えはな…	`Sunohara@The answer... 
SEEN0417	2014			連れションだ」	is group urination.
SEEN0417	2093	＊Ｂ	＊Ｂ	（ま、いいか）	`＊Ｂ@(Whatever.)
SEEN0417	2131			肩を回しながら、春原は教室を出ていく。	Sunohara leaves the classroom as he loosens up his shoulders.
SEEN0417	2153	春原	春原	「って、来ないのかよっ！」	`Sunohara@What, aren't you coming?!
SEEN0417	2883			図書室に行っても、あれはあれで疲れるしな…。	Going to the library would be tiring in its own way, anyway...
SEEN0417	2927			四時間目の授業が終わり、昼休みになる。	Fourth period ends and lunch break begins.
SEEN0417	2931			教室まで戻ってくる。	I return to the classroom.
SEEN0417	2934			春原は、自分の机に突っ伏したまま、ぴくりとも動かなくなっていた。	Sunohara is still flat on his desk, completely motionless.
SEEN0417	2936			午前中だけで、一日分の体力を使いきってしまったのだろう。	He must have used a full day's worth of energy all during this morning alone.
SEEN0417	3028	生徒	学生	「う………	`Student@Ugh... 
SEEN0417	3030			うわーーーっ…」	Aaagh...!
SEEN0417	3408			竜太サンド。	Fillit of Fish sandwich.
SEEN0417	3575	春原	春原	$S065「キル…	`Sunohara@$S065Kill 
SEEN0417	3577			ミーーッ！」	meeee!
SEEN0417	3805	椋	椋	「あ…その……」	`Ryou@Um... Well...
SEEN0417	3821	椋	椋	「いえ…なんでもない…です」	`Ryou@No... It's... nothing.
SEEN0417	3837			藤林は肩を落としながら、自分の席へ戻っていった。	Fujibayashi returns to her seat with her shoulders drooped.
SEEN0417	3839			俺はため息まじりに頬杖をしながら、窓の外へ視線を向ける。	I sigh as I rest my head in my hands and look out the window.
SEEN0417	3841			次の授業はなんだったかな…などと考えながら。	Thoughts pass through my mind, like ❝What do we have next period, again?❞
SEEN0417	3884			放課後になっても、意気消沈したままの春原をひとり残して、俺は教室を出た。	Sunohara is still dejected even after classes end, so I leave without him.
SEEN0417	3903			向かう先は、演劇部の部室。	I head to the drama club room.
SEEN0417	3921			そんなに急いできたつもりはなかったのだが…	I didn't come here in any particular rush, but... 
SEEN0417	3923			古河の姿はなかった。	I don't see Furukawa.
SEEN0417	3925	＊Ｂ	＊Ｂ	（なにやってんだろ、あいつ…）	`＊Ｂ@(What's she doing...?)
SEEN0417	3927	＊Ｂ	＊Ｂ	（あいつ、とろそうだからな…）	`＊Ｂ@(She does seem pretty slow...)
SEEN0417	3937			待ってもこない。	I wait, but she doesn't show.
SEEN0417	3939			暇だから、黒板の端に落書きをしてみる。	Bored, I scribble on the edge of the blackboard.
SEEN0417	3941			『日直 古河渚』	❝Day duty: Nagisa Furukawa❞
SEEN0417	4039			そこにいた。	And there she is.
SEEN0417	4142	＊Ｂ	＊Ｂ	（帰って、商店街まで出て…）	`＊Ｂ@(I can go home, then go to the shopping arcade...)
SEEN0417	4144	＊Ｂ	＊Ｂ	（日が暮れたら春原の部屋か…）	`＊Ｂ@(And once it gets dark, I guess I'll just go to Sunohara's room...)
SEEN0417	4195			また、地響きが。	The ground begins to rumble again.
SEEN0417	4197	声	声音	「どけぇーっ」	`Voice@Move it!
SEEN0417	4199			ラグビー部の連中が俺を押しのけて、駆け抜けていった。	Some rugby team idiots shove me out of the way and rush by.
SEEN0417	4215	美佐枝	美佐枝	「こらぁーーーーっ！」	`Misae@Heeeey!!
SEEN0417	4217			それを追いかけて、美佐枝さんがやってくるが、また一足遅かった。	Misae-san comes charging after them, but once again, she's just a little too slow.
SEEN0417	4233			すでに連中は自分たちの部屋に逃げ込んでいた。	They've already escaped to the safety of their rooms.
SEEN0418	324			じっと空を見上げている女生徒がいた。	I see a girl standing there, staring into the sky.
SEEN0418	391			じっと空を見上げている女生徒がいた。	I see a girl standing there, staring into the sky.
SEEN0418	1124			また、地響き。	The ground begins to rumble again.
SEEN0418	1297	春原	春原	「へっ？」	`Sunohara@Heh?
SEEN0418	1842	＊Ｂ	＊Ｂ	「ちなみに退学になるときは、おまえからだから……」	`＊Ｂ@You do realize that you're on your way to getting expelled before I am, right? And I'll have you know that, once that happens,
SEEN0418	1844	＊Ｂ	＊Ｂ	「俺はそれから真面目に登校することにするな」	`＊Ｂ@I'm going to start actually showing up to school on time.
SEEN0419	233	＊Ｂ	＊Ｂ	「するな」	`＊Ｂ@Yeah, they do.
SEEN0419	770			呟いて、歩き出す。	I begin walking while mumbling to myself.
SEEN0419	772			特に意味があるわけじゃなく、ただの様子見だ。	I head to the library for no particular reason, just to check it out.
SEEN0419	774			階段を上り、部室に向かう生徒たちを大股で追い越す。	I climb the stairs, passing students on the way to their club rooms with my long stride.
SEEN0419	776			図書室の前に立つと、授業中とは明らかに雰囲気が違った。	When I reach the library door, I can tell that something about it feels different from the way it is during classes.
SEEN0419	778			というか、入り口の札が『開室中』となっているのは、初めて見た気がする。	In fact, I think this is the first time I've ever seen the sign at the entrance read ❝Open.❞
SEEN0419	780			引き戸の隙間から、中の様子を伺う。	I look inside through a crack in the sliding door.
SEEN0419	782			図書室は賑わっていた。	The library is full of activity.
SEEN0419	784			と言っても自習してる奴が大半で、シャーペンを走らせる音がかりかりと聞こえてくる。	Still, it's mostly students studying on their own. I can hear the sound of mechanical pencils scribbling away.
