scene	code_index	zh_body
SEEN3514	8092	什么… 她叫我吗?
SEEN3514	8094	谁…
SEEN3514	8096	声音是… ?
SEEN3514	8098	轻轻地,温暖的感觉离开我的嘴唇。
SEEN3514	8100	最后,我看得很清楚 她泪水难闻的脸。
SEEN3514	8121	我爱你…
SEEN3514	8123	别告诉我… 你是…
SEEN3514	8259	我想我说错了…
SEEN3514	8286	我也闭上眼睛 抱回她的身体
SEEN3514	8288	那样我就不会松开 作为恋人 我们旅程的第一步…
SEEN3514	8290	这样我就不会松开这温暖,非常坚定…
SEEN3514	8292	强烈的
SEEN3514	8295	我拥抱她…
SEEN3514	9205	在我面前,我看见了杏脸…
SEEN4415	614	对不起,打扰你了。
SEEN4417	261	她有些事让我很不爽
SEEN4417	263	她离开视线后,我继续
SEEN4417	265	我想我会去旧楼的空教室 再来
SEEN4417	291	我待在空教室 直到第四期结束
SEEN4417	296	独游无趣. 我决定和她一起去
SEEN4417	304	别管我,她继续走
SEEN4417	306	她似乎没有被堆在胸前的书的重量迷惑.
SEEN4417	308	她甚至没有试图躲 上课的课。
SEEN4417	311	她很开诚布公 以至于她似乎没逃学
SEEN4417	346	我们到了图书馆前。
SEEN4417	348	"门上挂着写着""关闭""的标志"
SEEN4417	350	自然不开.
SEEN4417	352	突然间,我试着开门 它会打开
SEEN4417	684	这就是我想知道的。
SEEN4417	686	假设恩贾梅纳是不允许的
SEEN4417	718	你是恶霸吗?
SEEN4417	720	我没有。
SEEN4417	722	但我不能继续。
SEEN4417	726	我们玩完了$K58的字游戏$K0. 继续打扫
SEEN4417	795	我睁开眼睛
SEEN4417	797	这超出了我对剪辑版的忧心
SEEN4417	801	我决定远离它。
SEEN4417	803	告诉她该怎么做,我会是最后一个 听起来有说服力的人。
SEEN4417	805	不过…
SEEN4417	807	我一时冲动就把书拿过来
SEEN4417	815	我睁开眼睛
SEEN4417	819	网页以英文印制。
SEEN4417	821	显然是海外的一本技术书
SEEN4417	1486	我不介意她离开图书馆
SEEN4417	1509	我马上就要回答了 但我注意到她的眼神了
SEEN4417	1511	她已经把她的午餐盒 从她的包。
SEEN4417	1513	盖顶上有两双筷子.
SEEN4417	1661	-不过…
SEEN4417	1785	再见
SEEN4418	78	你在课外干嘛?
SEEN4418	99	摆!
SEEN4418	138	他是个白痴 没有其他方法可以形容他.
SEEN4418	142	我突然觉得很烦恼
SEEN4418	150	毫无怀疑春原来走走。
SEEN4418	158	你在课外干嘛?
SEEN4418	179	摆!
SEEN4418	203	你惊慌失措地道歉太过分了
SEEN4418	221	你怎么能这样对我?
SEEN4418	528	иΤ too
SEEN4418	530	数字忽略。
SEEN4418	864	我最好快点回来…
SEEN4418	967	我喊什么 但她还是不理我
SEEN4418	971	我该怎么办?
SEEN4418	982	我决定自己去处理
SEEN4418	984	*飞行*
SEEN4418	986	我翻开她的一页。
SEEN4418	988	*飞行*
SEEN4418	990	她回到了她上页。
SEEN4418	992	*飞 *飞 *飞*飞*飞*飞*
SEEN4418	994	我翻几页。
SEEN4418	996	*飞 *飞 *飞*飞*飞*飞*
SEEN4418	998	她马上把他们转回去
SEEN4418	1000	她可能以为风会翻页什么的
SEEN4418	1005	最后,我需要一个更好的战略。
SEEN4418	1022	* qui *
SEEN4418	1024	我戳她的脸颊。
SEEN4418	1026	其柔软.
SEEN4418	1028	但她根本没注意到
SEEN4418	1030	:S也.
SEEN4418	1032	我多次碰她的脸颊 并收回我的手指。
SEEN4418	1034	她还是没有注意到。
SEEN4418	1036	她继续用我的手指在脸上看书。
SEEN4418	1038	像往常一样 她以不可能的速度翻页
SEEN4418	1040	她没注意到吗?
SEEN4418	1042	她对任何事都敞开心扉
SEEN4418	1044	我敢打赌,她不会注意到 无论我碰她身体的哪一部分…
SEEN4418	1048	我摆脱了幻想 漂浮在我的头上。
SEEN4418	1050	再说一次,如果她不反应,碰她不会很有趣。
SEEN4418	1056	我怎么把她的意识带回来?
SEEN4418	1073	最后… 我决定叫她名字
SEEN4418	1076	我决定叫她名字
SEEN4418	1078	我靠近她的耳朵移动。
SEEN4418	1080	我闻到她香波的香味 在她的长发上
SEEN4418	1082	我在她耳边低语
SEEN4418	1106	… 陈。
SEEN4418	1319	有许多事情要指出,我不知道从何说起.
SEEN4418	1321	这么说吧 幸好我发现她没有性冷淡
SEEN4418	1324	总之,看来我帮不上什么忙
SEEN4418	1326	我决定悄悄地看
SEEN4418	1342	我弯腰去捡地上的书
SEEN4418	1344	没有分类标签。 她显然能从封面上辨认出每本书
SEEN4418	1346	她把书的脊椎 推回了书架上的合法位置 而没发出声音
SEEN4418	1348	我看得出来她很在意书 她的手动方式
SEEN4418	1350	有什么我那么在乎的 能让我这样吗?
SEEN4419	145	别这样!
SEEN4420	45	去学校怎么样?
SEEN4420	203	低调。
SEEN4420	1769	… 陈。
SEEN4420	1791	-不过…
SEEN4420	2108	她自己会演戏吗?
SEEN4420	2114	她能独自重振戏剧俱乐部吗?
SEEN4420	2120	我记得我和琴美今时.
SEEN4421	2192	你不是在练习演讲吗?
SEEN4421	2196	你可以说什么。
SEEN4421	2199	当我们流下青春的汗和眼泪时 你会加入戏剧俱乐部吗? 类似的事情…
SEEN4421	2489	她想招人,因为没有成员
SEEN4421	2491	他们告诉她,如果她想招募其他人,她必须和会员一起创办一个正式俱乐部. 这是什么样的疯狂的Catch-22?
SEEN4422	54	＊Ａ!
SEEN4422	1024	不,我肯定我选错了人
SEEN4423	1117	她发生了什么事?
