scene	code_index	zh_body
SEEN3511	1597	我什么也说不了… 除了…
SEEN3511	1615	椋笑一个
SEEN3511	1631	「所以这个吻… 其实很甜」
SEEN3511	1634	她只是看着我,快乐和无辜。
SEEN3511	1652	最后… 我们很少参观任何展览 在节日。
SEEN3511	1654	我们所做的就是一直在一起
SEEN3511	1656	我们只是拥抱对方, 亲吻对方,
SEEN3511	1658	我们最后一次接吻时,我们离开对方,那时,我已经忘记了我们今天接过多少次吻。
SEEN3511	1660	作为解脱,我想,是杏从那时起就没有出现过
SEEN3512	30	感觉就像生锈的熔化金属 流经我的血管…
SEEN3512	32	像热浪和冷浪 攻击神经 整个我的身体, 间歇而不懈。
SEEN3512	34	我仇恨的目标就是我自己…
SEEN3512	38	被烧到眼皮后面了
SEEN3512	41	每次我闭上眼睛哪怕一瞬间, 图像闪烁在我的脑海中…
SEEN3512	61	―＊Ｂ…
SEEN3512	80	她看见我们…
SEEN3512	82	她看见了藤林… 椋我亲吻…
SEEN3512	84	既然我们两个要出去了 我们做这个没什么大不了的…
SEEN3512	86	也不是我们做过什么特别可耻的事
SEEN3512	88	其实… 这很正常…
SEEN3512	91	我们刚被别人看到…
SEEN3512	111	―＊Ｂ… 额…
SEEN3512	130	有人看见我们了 就这样…
SEEN3512	132	不过…
SEEN3512	134	杏她的表情不断穿透我的心
SEEN3512	136	…就像它正在挖一个小洞一样…
SEEN3512	162	「…是吗？」
SEEN3512	182	「这是怎么回事？ 你是间隔」
SEEN3512	184	「对不起」
SEEN3512	200	「难道你不舒服吗？」
SEEN3512	202	「不,我感觉很好」
SEEN3512	204	「所以说…藤林我们说到哪儿了？」
SEEN3512	222	「额…椋我们要去哪里？」
SEEN3512	238	「对,前面有个不错的拉面店」
SEEN3512	240	「拉门？ 这听起来不是很吸引人」
SEEN3512	256	「我以为安静的地方会更好 你想去别的地方吗？」
SEEN3512	272	「哦,是不是你不喜欢拉面？」
SEEN3512	274	「不,拉面听起来不错。 相反,这是伟大的 因为我喜欢拉面」
SEEN3512	290	「这听起来不错。 我保证他们的拉面很好吃」
SEEN3512	294	椋笑一个
SEEN3512	310	正如我们前天承诺的那样,我们是在约会。
SEEN3512	312	虽然我们没有选择去的地方
SEEN3512	314	我们只是挂出…
SEEN3512	316	…花时间在一起 谈论随机的事情。
SEEN3512	318	但即便如此 她说她很快乐
SEEN3512	320	「顺便说一句,哪一种拉面？」
SEEN3512	337	「猪肉汤」
SEEN3512	356	「谢谢！」
SEEN3512	374	「额… 太多了」
SEEN3512	390	「你说得对。 我现在真的吃饱了」
SEEN3512	392	「你经常去那里吗？」
SEEN3512	408	「不能说经常去，不过偶尔会和姐姐一起去。」
SEEN3512	410	「…你跟着杏？」
SEEN3512	1036	「额…
SEEN3512	1038	＊Ｂ-不过…
SEEN3512	1040	难道你…
SEEN3512	1042	喜欢我吗？」
SEEN3513	502	*克拉克 *
SEEN3513	504	我听到有人在草地上走动的声音
SEEN3513	2411	「…」
SEEN3513	2695	一句话也不说椋开始走向我。
SEEN3513	2697	别…
SEEN3513	2699	别靠近…
SEEN3513	2701	现在… 我不能说什么…
SEEN3513	2703	我敢打赌,如果我说什么… 它只会伤害你…
SEEN3513	2719	* 乌格*
SEEN3513	2721	她拥抱我…
SEEN3513	2723	湿衣服压在我身上,我感觉浑身颤抖
SEEN3513	2725	然而,不久之后,我开始感受到她的温暖…
SEEN3513	2727	椋温暖… 笼罩着我的寒冷身体…
SEEN3513	2949	严重恐怖…
SEEN3513	2994	推动椋离开。
SEEN3513	3084	「…」
SEEN3514	74	$S040噗噗——噗　噗噗——噗…。
SEEN3514	949	这是很好的」
SEEN3514	2893	$S040「我们该怎么接受她刚才说的话？」
SEEN3514	2895	$S040「…如果我们只是通过牌的意义, 它听起来是一个坏的预兆…」
SEEN3514	2897	$S040「…听起来很糟,结果不妙,对吧？」
SEEN3514	2899	$S040「不过藤林-先生说最后会顺利的」
SEEN3514	5109	我也这么想」
SEEN3514	6940	$S081*炸弹*
SEEN3514	6944	　*巴姆* (英语).
SEEN3514	6948	　* 砰 * ！ * 砰 * ！
