scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN6802_1	3474			思いきり、手ではね除けられる。	She brushes my hand away with all of her strength.
SEEN6802_1	3490			もう一度、ひょいと手を載せる。	I plop my hand on her head once more.
SEEN6802_1	3506			ばっ。	*Bam*
SEEN6802_1	3508			またはね除けられる。	It's brushed away again.
SEEN6802_1	3521			ひょい	*Plop* 
SEEN6802_1	3537			、ばっ	*Bam* 
SEEN6802_1	3553			、ひょい	*Plop* 
SEEN6802_1	3569			、ばっ	*Bam* 
SEEN6802_1	3585			、ひょい	*Plop* 
SEEN6802_1	3601			、ばっ…	*Bam* ...
SEEN6802_1	4234	＊Ｂ・早苗	＊Ｂ・早苗	「退院、そして、ご結婚、おめでとぉーーっ！」\n$w「退院、そして、ご結婚、おめでとぉーーっ！」	`＊Ｂ & Sanae@$S046Congratulations on leaving the hospital and getting married!\n$wCongratulations on leaving the hospital and getting married!
SEEN6802_1	4320			なんて、優しい町なんだろう。	What a kind town this is.
SEEN6802_1	4400			それからも休日は、古河家に挨拶した後、公園で遊んで過ごした。	After that, once we visit Nagisa's parents to say hello on our days off, we spend time playing in the park.
SEEN6802_1	4404			休日は、古河家に挨拶した後、公園で遊んで過ごした。	On our days off, we spend time playing in the park after visiting Nagisa's parents.
SEEN6802_1	4407			そこはもう、汐のお気に入りの場所だった。	It's one of Ushio's favorite places to go.
SEEN6802_1	4409			無理もない。ずっと暮らしていた家の目の前にあるのだ。	It's no surprise, since it's right in front of the home she lived in for so long.
SEEN6802_1	4411			今日までも、早苗さんやオッサンと一緒に遊んで過ごしてきた思い出の場所なのだろう。	It must have a strong spot in her memories as a place where she spent time playing with Sanae-san and the old man.
SEEN6802_1	4413			見渡すと、自分たちと同じように、子連れが多い。	I look around to see lots of parents with children, just like me.
SEEN6802_1	4415			でも、親のほとんどは、母親だった。	But most are mothers.
SEEN6802_1	4417			幼稚園の送り迎えの時のように、俺は挨拶を繰り返した。	I greet them again and again, just like when I drop off and pick up Ushio from kindergarten.
SEEN6802_1	4419			さすがに、主婦とは話が合わず、井戸端会議にまでは参加できなかったが。	Of course, I don't have much to talk about with the housewives, so I'm not able to be a part of their gossip circles.
SEEN6802_1	4421			一通り挨拶だけ済ませると、俺は汐をブランコに乗せ、その背中を押した。	After making the rounds saying hello, I put Ushio on a swing and give her a push from behind.
SEEN6802_1	4423			汐の目が、親のそばを離れ、友達同士で遊ぶ子供の輪のほうに向いていた。	Ushio's eyes move away from me and begin to look at a group of children playing together.
SEEN6802_1	8781			運命なのだろうか。	fate?
SEEN6802_1	9973			すべてが白い雪に埋め尽くされているように見えたのだ。	it looked as if everything had been buried in snow.
SEEN6802_1	10429			一体どうしようというのだろう…	am I trying to do...?
SEEN6802_1	10487			ああ」	Yeah.
SEEN6802_1	10507			止めることができなかった。	And there's nothing I can do to make them stop.
SEEN6803	57			何を考えているのだろう。あいつは、時折うつむいて、ため息をついた。	What could she be thinking? She occasionally looks down at the ground and sighs.
SEEN6803	82			そして、歩き出す。	And she begins to walk.
SEEN6803	88			でも…	But...
SEEN6803	96			でも…	But...
SEEN6803	98			俺は…	I...
SEEN6803	142			俺の顔を見た。	She looks at my face.
SEEN6803	297			光がまぶしくて、まぶしくて…。	The light is so incredibly bright...
SEEN6803	299			待ってくれ…。	Wait...
SEEN6803	301			消えないでくれ…。	Don't go...
SEEN6803	303			…渚ぁっ！	...Nagisa!
SEEN6803	305			一際まぶしい光が…	An even brighter light... 
SEEN6803	308			自分の手の中にあった。	is in my hands.
SEEN6803	310			包み込むようにして。	As if it's trying to surround me.
SEEN6803	312			温かかった。	It's warm.
SEEN6803	314			声がして、手を引かれた気がした。	I hear a voice, and then I feel as if she pulls her hand away from mine.
SEEN6803	317			もう、光は…	By now, the light... 
SEEN6803	319			全身を包んでいた。	has covered my entire body.
SEEN6803	696	渚	渚	「じゃあ、今から、しおちゃんのために、歌ってあげましょう」	`Nagisa@Then let's sing the song for Shio-chan's sake.
SEEN6810	28			風力を替えるのも、首を振らせるのも、すべて手動だったけど……	Everything from adjusting its strength to its direction is done manually,
SEEN6810	31			どこだって手を伸ばせば届くような部屋だから、それだけの機能で十分だった。	But since we're in a room that's so small you can reach just about everything in it no matter where you are, it's not a problem.
SEEN6810	342			　俺っすか？」	Me?
SEEN6810	1422			渚を振り返る。	I look back at Nagisa.
SEEN6810	1424			脇目も振らず宿題をしていた。	She's wholeheartedly focused on her homework.
SEEN6810	1435			別にこの喜びが逃げるわけでもなし。	It's not like this feeling is going to disappear tomorrow.
SEEN6810	1437			また宿題のない日に、分かち合えば済む話だった。	We can share in this happiness together on another day, when she doesn't have homework.
SEEN6810	1439			それに俺は、渚が一生懸命に頑張っている姿を見るのが好きだった。	And anyway, I like watching Nagisa work hard.
SEEN6810	1441			だから、見守るように…ずっと見ていた。	So... I decide to just keep watching her.
SEEN6810	1445			机に向かっていた渚の真後ろに座り、その背中に抱きついた。	I sit right behind Nagisa at the table, then hug her from the back.
SEEN6810	3492	＊Ｂ	＊Ｂ	（…俺に選べと!?）	`＊Ｂ@(...He wants me to choose?!)
SEEN6810	3505			エロ本…」	The dirty books...
SEEN6810	4196			エロ本です」	dirty books.
SEEN6810	4377	＊Ｂ	＊Ｂ	「でも、仕方がない」	`＊Ｂ@But I guess I don't have a choice.
SEEN6810	5059			俺の知り合いには会わなかったけど、古河パンの常連客が子連れで来ていて……	We don't see anyone I know, but we do meet a few Furukawa Bread regulars who brought their children to swim.
SEEN6810	5061			渚が何度も水着姿を冷やかされていた。	Nagisa even has fun poked at her for being in a swimsuit more than a few times.
SEEN6810	5700			誰だっただろうか。	Who could that be?
SEEN6810	6411			十年分の謝罪と共に。	And everything he's done over the last ten years.
SEEN6810	6417			黙ったままだった。	he stays silent.
SEEN6810	6706			大好きだから…」	Love you too...
SEEN6810	7534	秋生	秋生	$W(c31)$S000,0「明日からはおまえのパンは	`Akio@Starting today, 
SEEN6810	7551			$W(c31)$S000,0ひとつ一万円だぁぁーーーーーーっ！」	your bread costs 10,000 yen a piece!!
SEEN6810	8655			　こんなところで？	Like this, without resolving things?
SEEN6810	11457	＊Ｂ	＊Ｂ	「えぇ…？」	`＊Ｂ@Wha...?
SEEN6810	11466	＊Ｂ	＊Ｂ	「気にしてるよ」	`＊Ｂ@I do care.
SEEN6811	1815	幸村	幸村	「卒業…	`Koumura@Congratulations... 
SEEN6811	1817			おめでとう」	on your graduation.
SEEN6811	1842			今、終わった。	has just come to an end.
SEEN6811	1896	幸村	幸村	「以上…	`Koumura@That brings an end... 
SEEN6811	1898			閉式します」	to this ceremony.
SEEN6811	1972	幸村	幸村	「以上…	`Koumura@That brings an end... 
SEEN6811	1974			閉式します」	to this ceremony.
SEEN6811	2032	幸村	幸村	「以上…	`Koumura@That brings an end... 
SEEN6811	2034			閉式します」	to this ceremony.
SEEN6811	2090	幸村	幸村	「以上…	`Koumura@That brings an end... 
SEEN6811	2092			閉式します」	to this ceremony.
SEEN6811	2830	＊Ｂ	＊Ｂ	「のおおぉぉぉぉーーっ！」	`＊Ｂ@Nooooo!!
SEEN6811	4372	＊Ｂ・秋生	＊Ｂ・秋生	「ぐあぁっ！」\n$w『ぐおおおぉーーっ！』	`＊Ｂ & Akio@Gaah\n$w❝Guuuoooohh!❞
SEEN6811	5040			新卒で配偶者あり、という履歴は、かなり驚かれたらしいが……	The manager seemed pretty surprised when he saw her resume; fresh out of high school and married.
SEEN6811	5042			それである程度の予防線を張れた気がして安心できた。	But I feel somewhat relieved about it, because it put her off-limits to a degree.
SEEN6811	7267	秋生	秋生	「実はこいつがよ…」	`Akio@Well, if you really want to know... This guy over here,
SEEN6811	7269	秋生	秋生	「渚のファミレスで働く姿を見たいけど、ひとりでパフェ頼むのは恥ずかしいって泣きついてきやがってよ…」	`Akio@He wanted to see Nagisa dressed up in her family restaurant outfit, but he started crying to me about how he was too embarrassed to order a parfait all alone...
SEEN6811	9025			と大きな音を立てて、男が尻餅をついていた。	 I hear a loud noise and see the man sitting on the floor.
SEEN6811	10642			演劇部の部室があってさ…」	That's where the drama club room is...
SEEN6811	10646			おまえのことを好きになった思い出の場所なんだ…」	And where I fell in love with you...
SEEN6811	10866			渚も含まれているのだ。	that includes Nagisa.
SEEN6811	10902			その口に唇を重ねた。	and I kiss her on the lips.
SEEN6811	11089			渚。	Nagisa.
SEEN6811	11141			俺にください。	it would be for them to go on forever.
SEEN6900	90			誰もいない、もの悲しい世界で。	empty, sorrowful world.
SEEN6900	302			どうして彼女は僕に気づいたのだろう。	how did the girl notice me?
SEEN6900	480			それを	what I 
SEEN6900	482			求めた。	sought.
SEEN6900	880			寂しくなかった？	less lonely than this place?❞
SEEN6900	902			答えだった。	is my answer, I suppose.
SEEN6900	1048			　友達ほしいの？	You want a friend?❞
SEEN6900	1821			彼女は言った。	as she says the words.
SEEN6900	2072			なにひとつ思い浮かばなかった。	I'm unable to come up with a single idea.
SEEN6900	2084			冬がくるんだ。	has a winter.❞
SEEN6900	2275			いくの？	to the sky?❞
SEEN6900	2289			のりものを？	fly through the sky?❞
SEEN6900	2702			もう、泣くのはやめて、前を向いていた。	stop crying and face forward.
SEEN6900	2710			いこう。	Let's go.❞
SEEN6900	2735			記憶の中にある場所までの。	found within my distant memories.
SEEN6900	2835			獣たち。	animals.
