scene	code_index	zh_body
SEEN4503	152	在一个拥挤的快餐店,我吃一个快餐。
SEEN4503	154	我用咖啡来消磨时间
SEEN4503	156	这个繁忙的商店旁边是一家书店.
SEEN4503	158	我忍不住去找熟悉头发的人
SEEN4503	160	长周末的第一天 结局很平稳
SEEN4503	162	真不敢相信,我曾经喜欢一个人
SEEN4503	209	没有目的地,我在这里漫游。
SEEN4503	211	自然无人在.
SEEN4503	213	（我在干吗？）
SEEN4503	215	我无权取笑琴美.
SEEN4503	217	黑暗正在降临
SEEN4503	219	当太阳寸寸近山,觉风渐寒.
SEEN4503	221	我待一会儿,在街上闲逛
SEEN4503	223	我期待着与琴美我很高兴她约我出去
SEEN4503	225	但是有些事我无法摆脱
SEEN4503	227	有时我独自一人时,不知从何而来.
SEEN4503	229	如果我不得不描述它,我会说 这是一个微弱的某种遗憾。
SEEN4503	231	风涌.
SEEN4503	234	这条路我不熟悉,这条路琴美独自一人。
SEEN4503	286	「前几天我看见你和…
SEEN4503	288	琴美-不过…」
SEEN4504	492	联合国
SEEN4504	498	你会去那里吗？」
SEEN4504	1603	我以自欺欺人的方式喃喃自语
SEEN4504	1605	任务失败了 当这些人嗅出我们。
SEEN4504	1607	唯一的好处是琴美见到他们似乎很开心
SEEN4504	2421	　为什么又请我来？」
SEEN4504	3034	高过一米.
SEEN4504	3084	「让它接近掉下来…
SEEN4504	3086	没错 这是很好的」
SEEN4504	4432	生日礼物要什么？」
SEEN4505	614	「顺便说一句,你穿的和昨天一样」
SEEN4505	1662	你说的坏人」
SEEN4505	2087	「这样的话…」
SEEN4505	2435	　其实,那个锅有点臭。 闻起来很危险」
SEEN4505	2593	　你凭什么说出这些话？」
SEEN4506	731	是否有趣是完全不同的问题.
SEEN4507	653	咚。
SEEN4507	655	我听到一个乏味,沉重的声音。
SEEN4507	657	这是杏袋子从她手中滑落到地上
SEEN4508	242	一个小女孩对我来说。
SEEN4508	376	「请告诉我伊奇诺斯的地址」
SEEN4508	1577	我爱我妈妈的声音,因为它总是像一首歌一样对我反响.
SEEN4508	1579	我妈妈的脸颊痒痒 柔软 温暖…
SEEN4508	1582	我很高兴。
SEEN4508	1600	我父母,在花园的我们家 带着新鲜的剪草
SEEN4508	1602	那是我的整个世界。
SEEN4508	1604	即使我进入小学, 这并不改变。
SEEN4508	1606	我试读老师桌上的书时,男生们取笑我.
SEEN4508	1608	那些书是给成年人的 所以孩子们不能看
SEEN4508	1610	连跑来找我的老师都说…
SEEN4508	1612	与诸众生同诵金刚经.
SEEN4508	1614	我哭了起来。
SEEN4508	1616	我不知道有本不该看的书 我第一天就读完课堂上所有的书了
SEEN4508	1618	想放学回家,我说肚子疼
SEEN4508	1620	我父母没有逼我走
SEEN4508	1622	我马上就克服了自己的病, 但我的心脏受伤在它的位置。
SEEN4508	1624	是因为我在撒谎
SEEN4508	1629	虽然我们没有上同一所学校,但我还是交了个朋友.
SEEN4508	1631	我在客厅排练我的小提琴
SEEN4508	1633	我的独奏会来了, 所以我穿着我母亲缝给我的衣服。
SEEN4508	1635	黑色的,丝绸的布让我感觉像个大姑娘,所以这是我最喜欢的一件.
SEEN4508	1638	在我完成表演后,一个我从未见过的男孩在院子里看着我。
SEEN4508	2235	电视上说飞机坠入了海洋 在那里非常深和冷
SEEN4508	2237	如果被扔进水里,生存的机会非常渺茫。
SEEN4510	497	我摇头自振
SEEN4510	499	别浪费时间想这种事
SEEN4510	501	只要我完成任务 事情就会改变
SEEN4510	503	不过… 我现在很难相信
SEEN4510	505	我站在草丛里看着太阳落下
SEEN4511	1336	「我们有我们自己的狗屎处理！ 不要说话像你知道我们的生意！
SEEN4511	1338	放开我！ 你站在谁一边？」
SEEN4511	1962	我想这就像一颗恒星的碎片
SEEN4512	51	我开始记得。
SEEN4512	53	在花床上挖出土壤后,我坐下来,然后滚到我的一侧休息.
SEEN4512	55	在那之后,我… …
SEEN4512	57	и…
SEEN4512	61	我的记忆正在失去。
SEEN4512	63	我躺在地上,很冷 所以我去… 拿我的夹克？
SEEN4512	68	梦的尾巴从我的抓获中滑过 就像我要抓住它一样
SEEN4512	1815	我又用我的嘴唇遮住她的嘴
SEEN4512	1817	我拥抱琴美更近一点
SEEN4512	1819	我试着告诉她我在这里。
SEEN4512	1821	琴美声音琴美头发,琴美温暖,琴美摸着…
SEEN4512	1823	我试着把一切都刻在记忆中
SEEN4512	1825	即使我从这个世界消失…
SEEN4512	1827	即使我的生命彻底消失…
SEEN4512	1829	我想告诉琴美我们在一起很久了…
SEEN4512	1856	还有…
SEEN4512	1858	我们坐在地板上,并肩而坐。
SEEN4512	1860	我们都是赤脚的 我们的肩膀在触摸 我们看着花园在光中变成金色
SEEN4512	1909	我们的嘴唇又分开又触动了
SEEN4512	1911	我拥抱琴美更近一点
SEEN4512	1913	我试着把一切都刻在记忆中
SEEN4512	1915	即使我从这个世界消失…
SEEN4512	1917	即使我的生命彻底消失…
SEEN4512	1919	我想告诉琴美我们在一起很久了…
SEEN4512	1946	还有…
SEEN4512	1948	我们坐在地板上,并肩而坐。
SEEN4512	1950	我们都是赤脚的 我们的肩膀在触摸 我们看着花园在光中变成金色
SEEN4512	1953	就像我们小时候一样
SEEN4512	1955	琴美什么都不会说
SEEN4512	1957	光和风渐渐柔软于第二.
SEEN4512	1959	仿佛被吸引到它,琴美站起来。
SEEN4512	1962	她走进花园。
SEEN4512	1985	琴美'赤脚触草.
SEEN4512	1987	她的长发飘浮在微风中
SEEN4512	1989	我跟着她
SEEN4512	1991	琴美静静地呼吸… 然后环顾花园
SEEN4513	1919	 如果你找到这个箱子,
SEEN4513	1921	\n请把它给我们的女儿。
SEEN4513	1923	\nK&M Ich
SEEN5418	60	作为回应,学校在另一层建造了另一个大得多的图书馆.
SEEN5418	62	因此,这个地方被降级到一个参考室,以储存被认为对新图书馆不必要的书籍.
SEEN5418	701	「错了！」
SEEN5418	931	「你知道吗…」
SEEN5418	1147	说这些话,我就离开参考室。
SEEN5418	1273	我本来想躺下,松开它, 但如果有人来,这不是最好的事情。
SEEN5418	1275	好吧,课是。
SEEN5418	1280	我不是那种不听话的人 我不管怎样都会睡在这里的
