scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN6801	259			　見てぇか？	You wanna? 
SEEN6801	261			　見るよな？	You do, don't ya? 
SEEN6801	263			　見ましょうか？	Should we take a look? 
SEEN6801	265			　見て、みましょうか？」	Wanna take a look inside?
SEEN6801	794			こいつなら、言う…。	Knowing her, she just might...
SEEN6801	810	渚	渚	「＊Ｂくんと…	`Nagisa@＊Ｂ-kun and I... 
SEEN6801	812			しちゃってます…」	are doing it...
SEEN6801	814			渚の爆弾発言Part3。	❝Nagisa's Bombshells: Part III.❞
SEEN6801	957			渚が、命を消し去るようなことをするはずがない。	Nagisa would never do something that would take away a life.
SEEN6801	1932	＊Ｂ	＊Ｂ	「とにかくその先は、オッサンや早苗さんには言わないように」	`＊Ｂ@Anyway, don't tell that to the old man or Sanae-san, okay?
SEEN6801	2188			なんて思いつつ、寝直す。	I drift back to sleep ruminating on such thoughts.
SEEN6801	5890			いつまでも下がらなかった。	refuses to go down.
SEEN6801	6263	秋生	秋生	「だけどな…	`Akio@But, you know... 
SEEN6801	6265			この場所だけは変わってほしくなかったんだよ」	I just wished that this one place wouldn't change.
SEEN6801	6553	秋生	秋生	「俺は…	`Akio@Until... 
SEEN6801	6556			ここに辿り着いていた」	I found myself here.
SEEN6801	6574	秋生	秋生	「そして、ここの緑が…渚を包み込んだ気がした」	`Akio@And then, it felt like... all of the greenery around here began to embrace Nagisa.
SEEN6801	6580	秋生	秋生	「朝の光の中で…	`Akio@It was in those morning rays of light... 
SEEN6801	6582			渚が目を開いて、俺のことを見ていたんだ」	that Nagisa opened her eyes and looked at me.
SEEN6801	6584	秋生	秋生	「涙があふれ出たよ」	`Akio@Tears began to flow out of my eyes.
SEEN6801	7355	早苗	早苗	「このままだと、母体も危険だと…」	`Sanae@At this rate, her body might be in danger...
SEEN6801	7622			渚の決心は変わらなかった。	Nagisa's determination doesn't wane.
SEEN6801	8627			止めなくていいのか」	if I don't stop her?
SEEN6801	9254	医師	医生	「母体の無事は私には保証できません…」	`Doctor@...is because I cannot guarantee the safety of your body.
SEEN6801	11792			たったそれだけが。	That's all.
SEEN6801	11802			手を握っていた。	stop holding her hand.
SEEN6801	11997			ああ、どうなってしまったんだろう…。	Ah... What could have happened...?
SEEN6801	11999			俺の心が堪えられなくなってしまったのだろうか…。	Was my heart not able to take any more...?
SEEN6801	12001			それとも、もう絶望してしまったのだろうか…。	Or did I just give up hope...?
SEEN6801	12003			すべては終わってしまったのだろうか…。	Is it all over...?
SEEN6801	12022			不意に視覚が戻った。	Suddenly, my vision returns.
SEEN6801	12024			目の前にあるものは床だった。	I see the floor ahead of me.
SEEN6801	12028			…聞こえてくる。	...I can hear it.
SEEN6801	12030			…泣き声が。	...The sound of crying.
SEEN6801	12032			…赤ん坊の、泣き声が。	...The sound of a baby crying.
