scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN2422	2523	春原	春原	「相楽みさ…	`Sunohara@It's Sagara Misa... 
SEEN2422	2525			いる」	aaile.
SEEN2422	2809			　芸術か？	Or art? 
SEEN2422	2811			　神の啓示か？	Did God instruct her to do it?
SEEN2422	2928	春原	春原	「おまんら…	`Sunohara@Thou... 
SEEN2422	2930			ゆるさんぜよ！」	shalt not be forgiven!
SEEN2422	3016	春原	春原	「おまんら…	`Sunohara@Thou... 
SEEN2422	3018			早くいくぜよ！」	must come with me, quickly!
SEEN2422	3563			何も思いつかなかった。	I can't think of anything to say.
SEEN2422	3854	＊Ｂ	＊Ｂ	「だってよ、春原。今ので、十分だろ？」	`＊Ｂ@You hear that, Sunohara? Don't you think this has been enough for you?
SEEN2423	1548			打たれ弱い、女の子の姿だった。	like a weak, frail girl.  
SEEN2423	2058	春原	春原	$S065$SU000「い、いや…	`Sunohara@$S065$SU000N-No...
SEEN2423	2060			け…	 Keh... 
SEEN2423	2076			$S065ケェーーーーッ$S」	$S065*CACKOOOOOW!!*$S
SEEN2423	2180	春原	春原	「$S065ケーッ！	`Sunohara@$S065KEEEH! 
SEEN2423	2182			　ウケーッ！	CUCKAAW! 
SEEN2423	2184			　ウケケケケーッ！$S」	CAWCAWCAWCAWCAAAAW!$S
SEEN2423	2200	春原	春原	「へっ…どうだよっ」	`Sunohara@Heh...! How's that?!
SEEN2423	3082	椋	椋	「その時は…	`Ryou@When that happens... 
SEEN2423	3084			その場で、出ていってもらいますのでっ」	I'll have to have you leave.
SEEN2423	3638			果ては退学？」	Maybe even drop out?
SEEN2423	3905			…声。	...A voice.
SEEN2423	3921	風子	风子	「風子…	`Fuko@Fuko... 
SEEN2423	3937			参上」	has arrived.
SEEN2423	4056	風子	风子	「では、ヒトデヒート…	`Fuko@So like that... Starfish Heat...
SEEN2423	4072			スターーート！」	START!
SEEN2423	4088	風子	风子	「さぁ、これで彼らはヒトデ探しに夢中、ヒートしすぎて、仲間割れを起こすでしょう」	`Fuko@Now, then. With this, they will all be so engrossed in looking for starfish, it will cause a mutiny amongst themselves!
