scene	code_index	zh_body
SEEN2422	2523	是萨加拉·米萨…
SEEN2422	2525	爱。
SEEN2422	2809	还是艺术?
SEEN2422	2811	上帝教她这么做的吗?
SEEN2422	2928	你们…
SEEN2422	2930	不能原谅你!
SEEN2422	3016	你们…
SEEN2422	3018	跟我来,快点!
SEEN2422	3563	思惟无言.
SEEN2422	3854	你听到了吗?春原难道你认为这已经足够了吗?
SEEN2423	1548	像个弱小的姑娘
SEEN2423	2058	$S065$SU000没有…
SEEN2423	2060	惩…
SEEN2423	2076	$S065{\fn黑体\fs22\bord1\shad0\3aHBE\4aH00\fscx67\fscy66\2cHFFFFFF\3cH808080}你这混蛋! 页:1
SEEN2423	2180	$S065姬尔!
SEEN2423	2182	克萨斯!
SEEN2423	2184	猫咪 猫咪 页:1
SEEN2423	2200	瓳… 怎么样?
SEEN2423	3082	当那样发生时…
SEEN2423	3084	我得让你离开
SEEN2423	3638	也许甚至退学?
SEEN2423	3905	一个声音。
SEEN2423	3921	风子…
SEEN2423	3937	已经到了。
SEEN2423	4056	就这样,海星热…
SEEN2423	4072	开始进攻!
SEEN2423	4088	现在 有了这个,他们就会非常忙于寻找海星, 这会引起他们之间的兵变!
SEEN2423	4104	看看他们贪婪地渴望海星
SEEN2423	4121	等等,没人动…
SEEN2423	4245	一个声音。
SEEN2423	4248	从校舍走出来的那个…春原.
SEEN2423	4571	你是…
SEEN2423	4573	也很冷,对吧…
SEEN2423	4575	＊Ａ…
SEEN2423	4729	她坚定地看下情况, 穿着非常担心的表情。
SEEN2423	5048	也许吧
SEEN2423	5054	摆…
SEEN2423	5090	这是… 一场戏
SEEN2423	5126	我们实际上在戏剧俱乐部。
SEEN2424	259	我一直想象着一个 经常发生的场景 在漫画中, 两个人拉 对方的脸颊,
SEEN2424	261	但看起来不可能智代.
SEEN2424	1141	会死的…
SEEN2424	1163	我刚刚听到一些声音
SEEN2424	1228	我真的会死的…
SEEN2424	1250	我又听到声音了
SEEN2424	1299	. . . . . . . .
SEEN2424	3332	是吗?
SEEN2424	3433	但这次,当我试图撤退时,智代嘴唇在寻找我的。
SEEN2424	3435	我们的嘴唇再次相遇
SEEN2424	3437	超越智代我看见一个学生开始回家
SEEN2424	3454	风子…
SEEN2424	3470	已经到了。
SEEN2424	3486	单单风子来到一个惊人的场景!
SEEN2424	3502	乌瓦雅… 越来越严重了…
SEEN2424	3541	我想知道我们这样吸引了多少人
SEEN2424	3543	因为我们的嘴唇一直这样
SEEN2425	1365	卡恰亚!
SEEN2425	1401	我不赞成… ? 我不只是不赞成…
SEEN2425	1407	我不赞成!
SEEN2426	729	我去买张饭票 随便你喜欢什么智代?
SEEN2430	366	那样生活也许很好…
SEEN2502	1110	我抓住他的项圈。
SEEN2502	1128	风子…
SEEN2502	1144	已经到了。
SEEN2502	1162	"如果我们只面对一个对手 我们就不能使用""星海热"""
SEEN2502	1164	在这里,我们只需要使用…
SEEN2502	1181	像滚石一样的星鱼!
SEEN2502	1183	等等 这个名字挺长的
SEEN2502	1199	这里有个海星雕刻
SEEN2502	1432	我又抓住他的项圈。
SEEN2502	1435	徒步回家的学生都躲着我们,路过我们.
SEEN2503	383	是啊… 可能会这样
SEEN2503	503	我偷偷伸开我的手
SEEN2503	576	\n{\fn华文楷体\fs16\1cHE0E0E0}你
SEEN2503	581	对
SEEN2503	586	已经死了!
SEEN2503	727	现在她拿着一个拉链。
SEEN2503	729	这可能是我的机会。
SEEN2503	740	让我们保持安静,等待已经…
SEEN2503	744	是啊… 可能会这样
SEEN2503	862	我偷偷伸开我的手
SEEN2503	929	\n{\fn华文楷体\fs16\1cHE0E0E0}你
SEEN2503	934	对
SEEN2503	939	已经死了!
SEEN2503	1312	我想她很可能会用这样的东西回应
SEEN2503	1314	但是现在她真的有了, 我开始厌倦了我自己的愚蠢 希望从她那里得到这种愚蠢的东西。
SEEN2503	2062	对… 我觉得我们已经很久没有吸尘器了
SEEN2504	306	或者你也许更喜欢…
SEEN2504	308	那第一个?
SEEN2504	322	这个…
SEEN2504	324	我不介意让你在我后面做点什么
SEEN2504	326	因为… 我尽量把精力放在做饭上…
SEEN2504	337	我抓住她裙子的腰带 把它拉下来
SEEN2504	358	…是吗?
SEEN2504	362	"脱裙子的音效不是应该叫""swoop""之类的吗?"
SEEN2504	368	当我仔细观察时,我看到一些 类似蔬菜的东西 从附近地区伸出来。
SEEN2504	370	呜哈哈! 我甚至会被萝卜刺伤?
SEEN2504	420	\n{\fn华文楷体\fs16\1cHE0E0E0}你
SEEN2504	425	对
SEEN2504	430	已经死了!
SEEN2504	519	只是幻想着…
SEEN2504	521	不会满足你…
SEEN2504	573	你真讨厌,是不是…
SEEN2504	575	这个…
SEEN2504	577	我还没做饭的时候你就不能做吗?
SEEN2504	592	我所想象的情况…
SEEN2504	658	轻轻地,她让自己的头落在我面前。
SEEN2504	680	我说的是…
SEEN2504	682	你妈妈
SEEN2504	684	这将是很好的…
SEEN2504	687	如果感觉类似的话
SEEN2506	659	\n我用脸敲桌子
SEEN2506	1444	所以,我们三个终于再次共度午餐时间。
SEEN2506	1446	这很有趣。
SEEN2506	1448	我希望事情可以继续这样。
SEEN2506	1451	愿从心下.
SEEN2506	1497	你只需要把选票上的名字一圈 交出来就行了
SEEN2506	1521	所以,我们三个终于再次共度午餐时间。
SEEN2506	1523	这很有趣。
SEEN2506	1525	最后,我对两人说:
