scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN0426	321			そして…その席に誰かが座ることは、一日中なかった。	And... it stays that way the entire day.
SEEN0426	1226			杏や智代のことだろうか。	Could he be talking about Kyou or Tomoyo?
SEEN0426	1738			…はめられてんじゃん、俺。	...He said something nice about me.
SEEN0426	1937			しかし、なんで俺、こんな厄介事に巻き込まれてんだ…。	Why am I letting myself get tangled up in something this annoying...?
SEEN0428	899	美佐枝	美佐枝	「しない。じゃあね」\n…バタン。	`Misae@Let's not. Bye.\n*Thud*
SEEN0428	1694			数少ない知り合いの顔を思い浮かべる。	I think of the few people I know.
SEEN0428	1697			資料室のあいつは…思いっきり文系だな…。	There's the girl in the reference room, but... she doesn't seem like the athletic type at all...
SEEN0428	1700			だったら、あいつはどうだ…。	What about her, then...
SEEN0428	1702			彫刻少女…風子。	That carving girl... Fuko.
SEEN0428	1704			動きだけは、素早い印象はあるが…。	My impression of her is that she can move fast, at the very least...
SEEN0428	1713			いける…	She'll work... 
SEEN0428	1715			のか??	maybe??
SEEN0428	1717			まぁ、いい。他のとろくさい女子よりはマシだろ…。	Well, whatever. She'll surely be better than that other sluggish-looking girl.
SEEN0428	2328			風子は彫りかけの木材を抱え上げると…	Fuko lifts up the piece of wood she's carving...
SEEN0428	2344			ぱこーーーーーーーーーんっ！	*WHAAACK*
SEEN0428	2347			それで、思いきり、春原の頭をぶっていた。	...And hits Sunohara's head with it as hard as she can.
SEEN0428	2351			春原の後頭部を掴んで、もう一度風子に近づける。	With the back of Sunohara's head in my hands, I approach Fuko once more.
SEEN0428	2367			今度は、水平に木材を引くと…	This time, she draws the wood back horizontally...
SEEN0428	2383			ぱこーーーーーーーーーんっ！	*WHAAACK*
SEEN0428	2386			思いきり、スイングした。	...And swings with all her might.
SEEN0428	2654			ぐい、と風子の腕を掴み、引き寄せる。	He grabs Fuko's arm and pulls her toward him.
SEEN0428	2670			ぱこーーーーーーーーーーーんっ！	*WHAAACK*
SEEN0428	2673			春原はまた木で殴られる。	She hits Sunohara again with the wood.
SEEN0428	3366			\nヘルメットでどつかれていた。	\nHe swings his helmet.
SEEN0429	1419			最後に現れたのは美佐枝さん。	Last to arrive is Misae-san.
SEEN0429	3962			いや、曲がった。胸元をえぐるシュート。	no, it curved. A shuuto heading straight for the batter's stomach.
SEEN0429	5300			守備は万全だった。	Our defense is rock-solid.
SEEN0429	5317			五番はショートゴロ。	Their fifth batter hits a short grounder.
SEEN0429	5319			杏が軽くさばいていた。	Ryou handles it easily.
SEEN0429	5321			クリーンナップが終わり、ここからはまたオッサンの三振ショウが始まるのだろう。	With the heart of their lineup dealt with, the old man's parade of strikeouts is sure to begin once more.
SEEN0429	5323			六番の打者が打席に立つ。	Their sixth batter stands in the batter's box.
SEEN0429	5325			バスンッ！	*BSST*
SEEN0429	5327			空振り。	A swing and a miss.
SEEN0429	5329			二球目も直球だ。	The second pitch is another fastball.
SEEN0429	5331			ぶんっ！	*Swoosh*
SEEN0429	5333			大振り。かすりもしない。	A big swing with no contact at all.
SEEN0429	5832			みんなの時間が合わなかったのだ。	There was never a time we could all agree on.
SEEN0429	5835			古河が、熱を出して、学校を休み始めたことも聞いた。	I heard later that Furukawa came down with a fever and had to start taking time off of school.
SEEN0429	5839			古河が、熱を出して、また学校を休み始めたことも聞いた。	I heard later that Furukawa came down with a fever and had to start taking time off of school again.
SEEN0429	5842			そして、俺たちは卒業した。	Eventually, we graduated.
SEEN0429	5844			心残りなことなど…何もなかった。	I don't leave behind regrets or anything else of the sort.
SEEN0429	5846			ただただ、怠惰に暮らしていたから。	All I'd done in school was idly waste my time, after all.
SEEN0429	5870			全員が、もう諦めかけていた。	We'd all given up.
SEEN0429	5926	秋生	秋生	「ピッチャー…	`Akio@Pitcher... 
SEEN0429	5928			古河渚」	Nagisa Furukawa.
SEEN0429	6273			投げた。	throws it.
SEEN0429	6900			三回の表。	Top of the third.
SEEN0429	6902			古河のピッチングが続く。	Furukawa continues to pitch.
SEEN0429	6905			最初のバッターは見事に打ち損じてくれて、セカンドフライ。芽衣ちゃんが難なくキャッチ。	The first batter makes awful contact with the pitch, sending a fly ball to second. Mei-chan catches it easily.
SEEN0429	6909			最初のバッターは見事に打ち損じてくれて、セカンドフライ。早苗さんが危なっかしくキャッチ。	The first batter makes awful contact with the pitch, sending a fly ball to second. Misae-san just barely catches it.
SEEN0429	6912			次のバッターには、完全に捉えられたが、幸運にもサードライナー。美佐枝さんが真正面で受け止めていた。	The next batter keeps perfect track of the ball, but fortunately, he hits a line drive to third. Misae-san catches it right in front of her.
SEEN0429	6914			打順は九番。初球を思いきり引っかける。	The ninth batter in their order is up. He smacks the first pitch.
SEEN0429	6916			ピッチャーマウンド…古河の正面に跳ねてくる。	It bounces straight back toward the pitcher's mound... and Furukawa.
SEEN0429	6918			飛び上がって、頭上高くで、古河はそれを捕ってみせた。	She jumps in the air and grabs the ball high in the sky.
SEEN0429	7363			三振。	Strikeout.
SEEN0429	8298			早苗さん！	Sanae-san!
SEEN0429	8454	＊Ｂ	＊Ｂ	「うん。早く返せ」	`＊Ｂ@Toss it back, hurry.
SEEN0429	8867			俺はバントでランナーを送る！	I bunt to send the runner to second!
SEEN0429	9028			春原の背中を叩いてやった。	I smack Sunohara on the back.
SEEN0429	9190			掲げるはグラブに収まった白球。	holding up his glove with the white baseball inside.
SEEN0429	9372			裏の攻撃。	It's our turn to bat next.
SEEN0429	9516	美佐枝	美佐枝	「$S061（パッパーーーーッ）$S…歳の女性をちゃん付けで呼ぶなああぁっ！」	`Misae@Don't call me ❝-chan❞! I'm $S061*BEEEP*$S years old!!
SEEN0429	9567	秋生	秋生	「$S061（カアカアカアカア）$S…歳だったのか…」	`Akio@So you were $S061*KAW KAW KAW*$S years old...
SEEN0429	9583	春原	春原	「$S061（ガガガガガガガッ）$S…歳だったのか…」	`Sunohara@So you were $S061*GRRRRRT*$S years old...
SEEN0429	9599	杏	杏	（$S061『毎度おなじみの・・』$S…歳だったのか…）	`Kyou@So you were $S061The old standby...$S years old...
SEEN0429	9615	智代	智代	（$S061「ヘックションッとくらぁ！」$S…歳だったのか…）	`Tomoyo@So you were $S061*AAH-CHOOO*$S years old...
SEEN0429	10142	春原	春原	「いやぁ、美佐枝さんって、$S061（ガガガガガガガッ）$S…歳だったんだ」	`Sunohara@Wow, so Misae-san, you were $S061*GRRRRRT*$S years old...
SEEN0429	10919			高めの直球。釣り球だ。	is a high fastball. It's a bait pitch.
SEEN0429	10929			またも直球。	another fastball.
SEEN0429	11379			張りきって、バッターボックスへ。	Sunohara enthusiastically heads to the batter's box.
SEEN0429	12069			俺もそれに倣う。	I take after her example.
SEEN0429	12130			俺も、それに倣う。	I take after her example.
SEEN0429	12233			俺もそれに倣う。	I take after her example.
SEEN0429	12842			杏は返球を見て、三塁でストップ。	Kyou sees the ball being thrown back and stops at third.
SEEN0429	12844			ノーアウト、満塁。	No outs, bases loaded.
SEEN0429	12847			一打サヨナラのチャンス。	This is our chance. One hit and we walk off victorious.
SEEN0429	12850			そして、迎えるは、最強のバッター智代。	And up next is our best batter, Tomoyo.
SEEN0429	13068			いや、落ちた！	no, it dropped!
