scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN7100	652	＊Ｂ	＊Ｂ	「ただじゃないんなら…ま、いいけど」	`＊Ｂ@Well, if it's not for free, then... all right.
SEEN7102	48			そのスピーカーから、聞き覚えのあるイントロが流れ出した。	From the speakers comes forth an intro I remember hearing before.
SEEN7102	106	＊Ｂ	＊Ｂ	「たぶん、想像通りっす」	`＊Ｂ@It's probably just as you think.
SEEN7102	158	＊Ｂ	＊Ｂ	「あの、俺、この曲、全部そらで歌えるんですよ」	`＊Ｂ@Um, I can actually sing the entire song from memory.
SEEN7102	1012	＊Ｂ	＊Ｂ	「その後…」	`＊Ｂ@After that...
SEEN7102	1014	＊Ｂ	＊Ｂ	「大きくなった少年と、女性教師はどうなったんすか」	`＊Ｂ@What happened with the female teacher and the boy after he grew up?
SEEN7102	1262	＊Ｂ	＊Ｂ	「実は、仕事場の直属の先輩が、その伊吹先生の彼氏なんだよ」	`＊Ｂ@As a matter of fact, a senpai over at work is Ibuki-sensei's boyfriend.
SEEN7102	2000	渚・早苗	渚・早苗	「え？」\n$w「え？」	`Nagisa & Sanae@Huh?\n$wHuh?
SEEN7102	3639	渚・＊Ｂ	渚・＊Ｂ	「もちろんですっ」\n$w「もちろんっ」	`Nagisa & ＊Ｂ@「Of course it is!」\n$w「Of course!」
SEEN7102	4209	＊Ｂ	＊Ｂ	「やめろ、言うなっ」	`＊Ｂ@Stop! Don't ask her!
SEEN7102	5834	＊Ｂ	＊Ｂ	「おまえと、伊吹先生がふたりで頑張ってたんだもんな」	`＊Ｂ@You and Ibuki-sensei have been working hard together, after all.
SEEN7103	32	渚・＊Ｂ	渚・＊Ｂ	「はいっ」\n$w「はいっ」	`Nagisa & ＊Ｂ@「Coming!」\n$w「Coming!」
SEEN7103	619			初めて聞いたセリフだったら、俺も感動していただろうに…。	Yeah, I would have been moved, too, if I hadn't actually heard this line before...
SEEN7103	623			芳野さん…。	Yoshino-san...
SEEN7103	1172			―Love & Spanner	―Love & Spanner
SEEN7200	1816	主婦	主妇	「明日には業者に頼むからいいですよって言ったんだけど……」	`Housewife@I told him I'd have someone take care of it the day after and so he shouldn't bother himself, but he still went and fixed it.
SEEN7200	1818	主婦	主妇	「二時間ぐらいかけて服を真っ黒にして、直してくれたの」	`Housewife@It took him almost two hours. His clothes were all stained black when he finished.
SEEN7200	2274			可哀想な気がした。	a bit bad for her.
SEEN7200	2513			可哀想な気がした。	a bit bad for her.
SEEN7200	3435			レジひとつに対し店員が三人では、どう考えても非効率だったけど……	Manning just a single register with three people was inefficient, no matter how you looked at it.
SEEN7200	3437			誰もそのことについては触れず、笑顔で接客を続けた。	Nobody touched the subject, though, and we continued helping customers with a smile.
SEEN7200	3551	渚	渚	「わたしの初恋は…	`Nagisa@My first love is...
SEEN7200	3553			＊Ｂくんです」	you, ＊Ｂ-kun.
SEEN7200	4189	早苗	早苗	「おかえりなさい。野球教室は大好評でしたね」	`Sanae@Welcome back. So your little baseball school was a huge success, was it?
SEEN7200	5681			本当に、呆れた人だった。	really is an amazing person.
