scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN3419	38			授業中――…。	In the middle of class...
SEEN3419	48			何だろう…？	 What is it...?
SEEN3419	409	春原・＊Ｂ・？？	春原・＊Ｂ・？？	「え？」\n$w「ん？」\n$w「ぷひ♪」	`Sunohara & ＊Ｂ & ??@Eh?\n$wHm?\n$wPuhi♪
SEEN3419	429			$S081ベジン!!	$S081*Whack*
SEEN3419	510			$S081ごげしっ！	$S081*Whack*
SEEN3419	954			$S081ぐげしっ！	$S081*Thack*
SEEN3421	61			$S081ベスン!!	$S081*Wham*
SEEN3421	79			$S081ベスン!!	$S081*Wham*
SEEN3421	190			ぺっぺーっぺっ…。	Vrroom*
SEEN3421	357	杏	杏	$S040「…人間て意外と丈夫よねぇ…」	`Kyou@$S040...Don't you think humans are surprisingly strong...?
SEEN3422	3			授業は続いていく…。	The classes continue...
SEEN3422	49			昼食後ということもあって、眠さもたけなわ。	Since it's right after lunch, I'm overtaken by sleepiness.
SEEN3422	51			教師の声を半分子守歌代わりにボーっとしていた。	I space out. My teacher's voice almost sounds like a lullaby.
SEEN3422	53			そろそろ目蓋の上と下がくっつきそうだ。	It feels like my eyelids are almost closed..
SEEN3422	55			こつん…。	*Thud*
SEEN3422	81	＊Ｂ	＊Ｂ	（外？）	`＊Ｂ@Outside?
SEEN3422	489			不意に何かが迫ってくる気配を感じた。	All of a sudden I can feel that something is coming toward me.
SEEN3422	505			ほぼ本能的に、上半身を右に傾ける。	Almost instinctively my upper body leans to the right.
SEEN3422	507			刹那、左耳にブオンッ！と凄まじい風切り音がした。	At that very moment something cuts through the air with a swoosh by my left ear.
SEEN3422	509			続いて地面にドグジャッ！	Then, a thud
SEEN3422	512			と音を立ててめり込む…えーっと…	 sound follows from the ground. Um... 
SEEN3422	514			漢和辞典…？	A kanji dictionary?
SEEN3422	518			まさかと思いつつも後ろを振り返る。	I turn around, thinking it can't be it...
SEEN3422	2087	男子生徒	男生	$S040「＊Ａの奴、どうしたんだろうな？」	`Male Student@$S040What's going on with ＊Ａ?
SEEN3422	2089	女生徒	女生	$S040「疲れてるんじゃない？」	`Female Student@$S040He's probably tired.
SEEN3422	2091	男子生徒	男生	$S040「ていうか、枕なんじゃねぇの？」	`Male Student@$S040Besides, isn't that a pillow?
SEEN3422	2093	女生徒	女生	$S040「どっちにしても、気持ち悪いよね」	`Female Student@$S040In any case, it's disgusting.
SEEN3422	2213			その瞳には光がなかった…。	his eyes are void of light...
SEEN3423	822			そしてまた鬼ごっこ。	And we continue our game of hide and seek.
SEEN3423	875			$S040ビリ…。	$S040*Tear* ...
SEEN3423	883	＊Ｂ	＊Ｂ	「こっえ～…」	`＊Ｂ@Man, that's creepy.
SEEN3424	109	＊Ｂ	＊Ｂ	「俺、カレーパンとメロンパンな」	`＊Ｂ@I'll have a curry bread and a melon bread.
SEEN3424	694	＊Ｂ・杏	＊Ｂ・杏	「あァ?!」\n$w「あァ?!」	`＊Ｂ & Kyou@Hah?!\n$wHah?!
SEEN3424	3886	＊Ｂ・杏	＊Ｂ・杏	「ん？」\n$w「え？」	`＊Ｂ & Kyou@Hm?\n$wEh?
SEEN3424	3992	＊Ｂ・杏	＊Ｂ・杏	「あァ?!」\n$w「あァ?!」	`＊Ｂ & Kyou@Hah?!\n$wHah?!
SEEN3424	4076	＊Ｂ・杏	＊Ｂ・杏	「あァ?!」\n$w「あァ?!」	`＊Ｂ & Kyou@Hah?!\n$wHah?!
SEEN3425	511	杏	杏	$S040（校門とこで待ってるから）	`Kyou@$S040(She's waiting for you at the school gate.)
SEEN3425	513	＊Ｂ	＊Ｂ	$S040（…誰がだよ）	`＊Ｂ@$S040(...Who is?)
SEEN3425	515	杏	杏	$S040（わかってんでしょ）	`Kyou@$S040(You know, don't you?)
SEEN3425	533	杏	杏	$S040（あんたと椋をくっつけちゃおう大作戦パート２）	`Kyou@$S040(It's the Pairing You Up With Ryou Plan ― Part 2.)
SEEN3425	537	＊Ｂ	＊Ｂ	$S040（裏門から帰る。放せ）	`＊Ｂ@$S040(I'm leaving through the back gate. Let go.)
SEEN3425	553	杏	杏	$S040（だぁーめぇーよっ）	`Kyou@$S040(No way.) 
SEEN3425	557	＊Ｂ	＊Ｂ	$S040（放せ）	`＊Ｂ@$S040(Let go.)
SEEN3425	559	杏	杏	$S040（ダメ）	`Kyou@$S040(No.)
