scene	code_index	zh_body
SEEN0414	905	$S065「可恶！　橄榄球队那帮混蛋啊啊啊——！」
SEEN0414	1657	你不想这么吐槽吗？」
SEEN0414	1686	「…算了。真蠢…」
SEEN0414	1689	马上就泄气了。
SEEN0415	165	刚才那个女孩的。
SEEN0415	539	我说，恶心死了！』
SEEN0415	569	噗。』
SEEN0415	576	$S081「噗——————！」
SEEN0415	716	「青手长…
SEEN0415	732	名字怪得我根本记不住啊！」
SEEN0415	1405	「唱一首往年的民谣歌。」
SEEN0415	1439	「悠悠罗林桑达——！　
SEEN0415	1452	咔啊啊——！」
SEEN0415	1480	「咦…？」
SEEN0415	1496	「悠悠罗林桑达——！　
SEEN0415	1509	咔啊啊——！」
SEEN0415	1983	呜哇啊啊啊啊啊啊啊啊啊啊——————…
SEEN0415	2641	「唱一首你最喜欢的舞曲。」
SEEN0415	4901	「你给我额头贴地，求我『请给我吃点东西』啊。」
SEEN0415	5082	「你给我额头贴地，求我『请给我吃点东西』啊。」
SEEN0415	5284	「体育特招生那帮家伙，不动手教训一下是不会明白的。」
SEEN0415	5434	$S081「惩————罚！」
SEEN0415	5444	$S065「咿啊啊啊啊啊啊——————！」
SEEN0416	976	只是待在这里，把老师的话当耳边风。不管换什么科目，要做的事都一样。
SEEN0416	1007	反正也没有别的好玩的事…。
SEEN0416	1009	就随便混过去吧…。
SEEN0416	1055	第四节课结束，到了午休。
SEEN0416	1057	明明只上了两节课，已经够累了。
SEEN0416	1059	真不敢相信那些从早上开始上了四节课还能若无其事的家伙。
SEEN0416	1063	上午的课终于结束了…。
SEEN0416	1872	我打了个哈欠。
SEEN0416	4420	「啊，是吗。」
SEEN0416	4957	「放学后的　教室」\n老大？　＞
SEEN0416	4960	去３－Ｅ
SEEN0416	5009	「大事不好了！　藤林杏竟然死了!!」
SEEN0417	175	「早。」
SEEN0417	446	后来回想起来。
SEEN0417	1916	「很好。」
SEEN0417	1920	「那，你已经要放弃了吗？」
SEEN0417	2012	「答案嘛…
SEEN0417	2014	一起上厕所。」
SEEN0417	2093	（算了。）
SEEN0417	2131	春原一边转着肩膀，一边走出了教室。
SEEN0417	2153	「喂，你不来吗！」
SEEN0417	2883	去图书室也有去图书室的累人之处…。
SEEN0417	2927	第四节课结束，到了午休。
SEEN0417	2931	回到教室。
SEEN0417	2934	春原仍趴在自己的桌上，一动不动。
SEEN0417	2936	大概只用一个上午就把一整天的体力耗光了吧。
SEEN0417	3028	「呜………
SEEN0417	3030	呜哇——…」
SEEN0417	3408	龙太三明治。
SEEN0417	3575	$S065「杀了…
SEEN0417	3577	我吧——！」
SEEN0417	3805	「啊…那个……」
SEEN0417	3821	「不…没什么…」
SEEN0417	3837	藤林垂着肩膀，回到了自己的座位。
SEEN0417	3839	我叹着气托起腮，把视线投向窗外。
SEEN0417	3841	心里想着下一节是什么课来着…
SEEN0417	3884	放学后，我留下依旧垂头丧气的春原，一个人走出了教室。
SEEN0417	3903	目的地是话剧社的活动室。
SEEN0417	3921	我也没打算赶得这么急，可是…
SEEN0417	3923	没看到古河。
SEEN0417	3925	（那家伙在干什么啊…）
SEEN0417	3927	（她看起来就挺磨蹭的…）
SEEN0417	3937	等了也不来。
SEEN0417	3939	闲着没事，我在黑板一角涂鸦。
SEEN0417	3941	『值日生 古河渚』
SEEN0417	4039	她就在那里。
SEEN0417	4142	（先回家，再去商店街…）
SEEN0417	4144	（等天黑了再去春原房间吗…）
SEEN0417	4195	又传来地面震动。
SEEN0417	4197	「让开——！」
SEEN0417	4199	橄榄球队那帮家伙推开我，飞奔而过。
SEEN0417	4215	「给我站住————！」
SEEN0417	4217	美佐枝追着他们赶来，却又晚了一步。
SEEN0417	4233	那帮家伙已经逃进了自己的房间。
SEEN0418	324	有个女学生一动不动地仰望着天空。
SEEN0418	391	有个女学生一动不动地仰望着天空。
SEEN0418	1124	又是一阵地面震动。
SEEN0418	1297	「诶？」
SEEN0418	1842	「顺带一提，要被退学也是你先……」
SEEN0418	1844	「等你退学后，我就开始认真来上学了。」
SEEN0419	233	「会啊。」
SEEN0419	770	我嘟囔着，迈开脚步。
SEEN0419	772	也没什么特别的意义，只是去看看情况。
SEEN0419	774	我走上楼梯，大步超过那些正前往社团活动室的学生。
SEEN0419	776	站到图书室门前，气氛明显和平时上课时不同。
SEEN0419	778	话说回来，我好像还是第一次看到入口的牌子写着『开放中』。
SEEN0419	780	我从拉门的缝隙窥视里面。
SEEN0419	782	图书室里很热闹。
SEEN0419	784	不过大多数人都在自习，能听到自动铅笔沙沙书写的声音。
SEEN0419	786	这些人里大多数恐怕根本没把这里当成看书的地方吧。
SEEN0419	788	我把自己的事抛到一边，这么想着。
SEEN0419	791	当然不可能有坐在地板上吃便当的少女。
SEEN0419	794	当然，我比她还要不合时宜。
SEEN0419	808	另外，还有一个让我在意的人…。
SEEN0419	810	我往隔壁教室看去。
SEEN0419	814	我隔着门往里面看。
SEEN0419	817	她还是老样子待在那里。
SEEN0419	850	（回去吧…）
SEEN0419	854	（回去吧…）
SEEN0420	125	结果还是去那里吗…。
SEEN0420	132	天气再怎么温和，也和我没关系。
SEEN0420	231	只听得到持续不断的鼾声。
SEEN0420	233	看来睡得很熟。
SEEN0420	502	不对，是游戏书。
SEEN0422	447	「是啊…
SEEN0422	449	去当家庭教师不是挺好吗？」
SEEN0422	2750	「别这么慌嘛。」
SEEN0422	3337	木制的星星。
SEEN0423	67	照这样走下去，就得从第三节课开始上了。
SEEN0423	90	想起那个和我一起爬过这条坡道的女孩。
SEEN0423	93	记得…她姓古河。
SEEN0423	96	之后再也没看到她不安地站在那里的样子。
SEEN0423	98	无论是谁，迈出第一步都需要勇气。
SEEN0423	100	但是，只要迈出去，在被日子追赶着的生活中，一定能找到。
SEEN0423	102	许多新鲜的事物。
SEEN0423	104	只要不像我这样…
SEEN0423	106	已经连那种被日子追赶的生活都逃掉了。
