scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN1503	187	春原	春原	「よぅ、きたかっ」	`Sunohara@Yo. So you've finally come.
SEEN1503	189			春原が俺たちに呼びかけながら、近づいてくる。	Sunohara calls out to us as he walks closer.
SEEN1503	205	春原	春原	「どうだ、うまくいっただろ？　いやぁ、鍵をちょろまかすなんて、お茶の子…」	`Sunohara@How did I do? Seriously though, stealing the keys was way too easy...
SEEN1503	240	春原	春原	「いでぇ、なにすんだよっっ！」	`Sunohara@THAT HURTS! What are you trying to do?!
SEEN1503	257	％Ａ	％Ａ	「＊Ａさん、いきなり叩いたら、春原さんが可哀想です」	`％Ａ@＊Ａ-san, don't you feel sorry for Sunohara-san, suddenly hitting him like that?
SEEN1503	260	％Ａ	％Ａ	「＊Ｂくん、いきなり叩いたら、春原さんが可哀想です」	`％Ａ@＊Ｂ-kun, don't you feel sorry for Sunohara-san, suddenly hitting him like that?
SEEN1503	262	＊Ｂ	＊Ｂ	「挨拶だよ」	`＊Ｂ@It's a greeting.
SEEN1503	278	春原	春原	「どんな挨拶だよっ！」	`Sunohara@What kind of greeting is that?!
SEEN1503	280	＊Ｂ	＊Ｂ	「ほら、とっとと教室に案内しろっ」	`＊Ｂ@Just take us to the classroom already.
SEEN1503	297	春原	春原	「やっぱあんた、鬼だよ…」	`Sunohara@You must be a demon after all...
SEEN1503	332			俺たちは春原の後について、１年の教室が並ぶ二階にまでやってくる。	We follow Sunohara to the second floor, where the First Year classrooms are located.
SEEN1503	348	春原	春原	「ここだよ」	`Sunohara@Here we are.
SEEN1503	350			がらり、とドアを開けてみせた。	Sunohara quickly opens the door.
SEEN1503	366			事前に春原が教室の鍵も用意していたのだ。	He must have prepared the key to the classroom beforehand.
SEEN1503	368	＊Ｂ	＊Ｂ	「おまえ、ＲＰＧだったら、絶対に盗賊だよな」	`＊Ｂ@If we were in an RPG, you'd be the thief.
SEEN1503	370			言いながら、ぽんぽん、と肩を叩いてやる。	I slap his shoulder lightly as I say that.
SEEN1503	387	春原	春原	「哀れむように言うなっ」	`Sunohara@Don't act like you're taking pity on me!
SEEN1503	438	％Ａ	％Ａ	「あの…＊Ａさん、わたしのこと嫌いですか」	`％Ａ@Hmm... ＊Ａ-san, do you hate me?
SEEN1503	441	％Ａ	％Ａ	「あの…＊Ｂくん、わたしのこと嫌いですか」	`％Ａ@Hmm... ＊Ｂ-kun, do you hate me?
SEEN1503	573			こくん。	*Nod*
SEEN1503	712	％Ａ	％Ａ	「そうですよね、＊Ａさん」	`％Ａ@Is that right, ＊Ａ-san?
SEEN1503	715	％Ａ	％Ａ	「そうですよね、＊Ｂくん」	`％Ａ@Is that right, ＊Ｂ-kun?
SEEN1503	805	％Ａ	％Ａ	「そうです。＊Ａさんの言う通りです」	`％Ａ@That's right. It's just as ＊Ａ-san said.
SEEN1503	808	％Ａ	％Ａ	「そうです。＊Ｂくんの言う通りです」	`％Ａ@That's right. It's just as ＊Ｂ-kun said.
SEEN1503	1161	％Ａ	％Ａ	「＊Ａさん、制服汚れます」	`％Ａ@＊Ａ-san, you made your uniform dirty.
SEEN1503	1164	％Ａ	％Ａ	「＊Ｂくん、制服汚れます」	`％Ａ@＊Ｂ-kun, you made your uniform dirty.
SEEN1503	1318	％Ａ	％Ａ	「いえ、そんなことないです。＊Ａさんのほうが…」	`％Ａ@Not at all! No matter how you look at it, ＊Ａ-san is more...
SEEN1503	1321	％Ａ	％Ａ	「いえ、そんなことないです。＊Ｂくんのほうが…」	`％Ａ@Not at all! No matter how you look at it, ＊Ｂ-kun is more...
SEEN1503	1826	％Ａ	％Ａ	「＊Ａさん、静かにしてください」	`％Ａ@＊Ａ-san, please be quiet.
SEEN1503	1829	％Ａ	％Ａ	「＊Ｂくん、静かにしてください」	`％Ａ@＊Ｂ-kun, please be quiet.
SEEN1503	2453	％Ａ	％Ａ	「だとしても、わたしがやるのはどうかとっ」	`％Ａ@Even so, I'm not the right person for the job.
SEEN1503	2456	％Ａ	％Ａ	「＊Ａさんだって、春原さんだっています」	`％Ａ@Not to mention there's still ＊Ａ-san and Sunohara-san.
SEEN1503	2459	％Ａ	％Ａ	「＊Ｂくんだって、春原さんだっています」	`％Ａ@Not to mention there's still ＊Ｂ-kun and Sunohara-san.
SEEN1503	2550	％Ａ	％Ａ	「＊Ａさん、わたしのこと嫌いですか」	`％Ａ@＊Ａ-san, do you hate me?
SEEN1503	2553	％Ａ	％Ａ	「＊Ｂくん、わたしのこと嫌いですか」	`％Ａ@＊Ｂ-kun, do you hate me?
SEEN1503	2634	％Ａ	％Ａ	「＊Ａさんがいいと思いますっ」	`％Ａ@I think ＊Ａ-san should do it.
SEEN1503	2637	％Ａ	％Ａ	「＊Ｂくんがいいと思いますっ」	`％Ａ@I think ＊Ｂ-kun should do it.
SEEN1503	2640	％Ａ	％Ａ	「＊Ａさん、口が悪いから、先生役にぴったりだと思いますっ」	`％Ａ@＊Ａ-san's mode of speech is really rough, just like a teacher's.
SEEN1503	2643	％Ａ	％Ａ	「＊Ｂくん、口が悪いから、先生役にぴったりだと思いますっ」	`％Ａ@＊Ｂ-kun's mode of speech is really rough, just like a teacher's.
SEEN1503	2862	％Ａ	％Ａ	「それでは、＊Ａさん、いきます…」	`％Ａ@Well, then, ＊Ａ-san, let's do it...
SEEN1503	2865	％Ａ	％Ａ	「それでは、＊Ｂくん、いきます…」	`％Ａ@Well, then, ＊Ｂ-kun, let's do it...
SEEN1503	2933	％Ａ	％Ａ	「そうです。＊Ａさん、先生です」	`％Ａ@That's right. ＊Ａ-san is the teacher.
SEEN1503	2936	％Ａ	％Ａ	「そうです。＊Ｂくん、先生です」	`％Ａ@That's right. ＊Ｂ-kun is the teacher.
SEEN1503	3102	％Ａ	％Ａ	「そう言って、＊Ａさんも変えるに決まってますっ」	`％Ａ@Even though you say that, you're obviously going to change your hand, too!
SEEN1503	3105	％Ａ	％Ａ	「そう言って、＊Ｂくんも変えるに決まってますっ」	`％Ａ@Even though you say that, you're obviously going to change your hand, too!
SEEN1503	3389			俺はちょき。％Ａはちょき。春原はちょき。	Mine is scissors. ％Ａ's is scissors. Sunohara's is also scissors.
SEEN1503	3393	＊Ｂ	＊Ｂ	「誰か、そろそろ変えろよっ！」	`＊Ｂ@Someone please change the hand already!
SEEN1503	3409	春原	春原	「そう言って、自分も変えるんだろ？　その手には乗るかよ」	`Sunohara@You're gonna change your hand, too, aren't you? As if I would fall for that trick!
SEEN1503	3425			このままじゃ埒があかない…。	If it goes on like this, the game won't end...
SEEN1503	3443	％Ａ	％Ａ	「あいこでっ…」	`％Ａ@Another...
SEEN1503	3477			俺はぱー。％Ａはちょき。春原はちょき。	Mine is paper. ％Ａ's is scissors. Sunohara's is also scissors.
SEEN1503	3497	声	声音	「みなさん、席についてくださいねー」	`Voice@Everyone please go to your seats~
SEEN1503	3499			突然、入り口から新しい声。	Suddenly, a voice comes from the entrance.
SEEN1503	3501			驚いて振り返ると、そこには…	Surprised, we turn around to look and...
SEEN1503	3519	早苗	早苗	「授業を始めますよー」	`Sanae@The class is about to start~
SEEN1503	3521			…早苗さんがいた。	...Sanae-san's already standing there.
SEEN1503	3553	早苗	早苗	「お母さんではないです。先生です」	`Sanae@It's not ❝Mom.❞ You have to call me ❝teacher❞ here.
SEEN1503	3569	％Ａ	％Ａ	「びっくりしました…でも、お母さんが先生してくれると、とても助かります」	`％Ａ@You surprised me... But I'm really glad you're going to be the teacher.
SEEN1503	3585	早苗	早苗	「娘のピンチにはいつだって、駆けつけますよっ」	`Sanae@I'll always be there when my daughter's in trouble.
SEEN1503	3610	＊Ｂ	＊Ｂ	「俺がピンチだったんすよ」	`＊Ｂ@Actually, it's me who was in trouble.
