scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN3505	1301	椋	椋	「あ…あの…私は…その…＊Ａくんと一緒なら…どこでも…」	`Ryou@Um... as long as it's with you... ＊Ａ-kun... anywhere is fine...
SEEN3505	1303			最後の方は、顔を赤くして俯きながら言った。	Her face is beet red and facing down when she says the last part of the sentence.
SEEN3505	1305			繋いだ手にキュッと力がこもる。	At the same time, she grasps my hand tighter.
SEEN3505	1307			若干、歩みがゆっくりになった。	Her pace has slowed down a little.
SEEN3505	1323			って…かわいいじゃねぇか…。	Aw... that's so damn cute...
SEEN3505	1325			俺と一緒ならどこでもか…。	She would go anywhere with me...
SEEN3505	1327			どこでも…？	Wait, anywhere...?
SEEN3505	1329			…どこでも…。	...Anywhere, huh...?
SEEN3505	1333			うわっ！　ちょっと刺激が強いってっ！	Aw crap, man, that sounds so exciting!
SEEN3505	1351	＊Ｂ	＊Ｂ	「い、いや、なんでもないっ、気にしなくて良いぞ」	`＊Ｂ@N-Nah, nothing. Don't worry about it.
SEEN3505	1383			しかし今日一日で、この辺りのめぼしい所はもう歩き尽くした。	Even so, we've already gone to all the places of note around here today.
SEEN3505	1385			結局の所、『どこか』という場所なんてないのだろう。	In the end, there just isn't ❝anywhere❞ we can go to.
SEEN3505	1387			だからただ手を繋いで歩く。	And so we just keep on walking while holding hands.
SEEN3505	1389			一緒にいられる時間を、少しでも長くできるようにと歩みをゆっくりにする。	She walks slowly, so as to lengthen the time we have together even by just a little.
SEEN3505	1391			そして、俺もそれに応える…。	And I match her footsteps...
SEEN3505	1393			ゆるやかな時間の流れ…。	Time flows by gradually...
SEEN3505	1395			目を閉じても側にいるのがわかるという温もりが、何とも言えない心地よさと安心感を与えてくれる。	Even if I close my eyes, I can feel through her warmth that she's next to me. It gives me a sense of comfort and tranquility that words cannot describe.
SEEN3505	1397			と、不意に腕に軽い抵抗を感じた。	Then, suddenly, I can feel a light tug on my arm.
SEEN3505	1620	＊Ｂ	＊Ｂ	「じゃあこの友だ――…」	`＊Ｂ@Yeah, let's go with frie―
SEEN3505	1697			俺はカーソルをゆっくりと『夫婦』の方へ動かす。	Slowly, I move the cursor toward the word ❝Married.❞
SEEN3505	1699			と、不意に隣からボン…と音がした気がした。	Suddenly however, I hear a pop next to me.
SEEN3505	1702			微かに熱気が漂ってくる。	At the same time, I feel a faint blast of heat floating toward me.
SEEN3505	1721			視線を向けると…そこでは藤林が茹だっていた…。	I turn to look, and find that Fujibayashi is boiling there.
SEEN3505	1723			俺は慌ててカーソルを『恋人』に合わせ、決定ボタンを押した。	In a panic, I scroll toward the word ❝Lovers,❞ and hit the confirm button.
