scene	code_index	zh_body
SEEN1514	591	风子还在那里…
SEEN1514	786	「＊Ａ说的话跟爸爸一样。」
SEEN1514	789	「＊Ｂ说的话跟爸爸一样。」
SEEN1514	862	「小风喜欢＊Ａ吗？」
SEEN1514	865	「小风喜欢＊Ｂ吗？」
SEEN1514	1220	「拜托了，＊Ａ。」
SEEN1514	1223	「拜托了，＊Ｂ。」
SEEN1514	1315	「小风！」\n$w「风子！」
SEEN1514	1355	　啪！
SEEN1514	1381	「＊Ａ刚才抱她的方式很色！」
SEEN1514	1384	「＊Ｂ刚才抱她的方式很色！」
SEEN1514	1633	也许有一天，会再也看不见风子的身影。
SEEN1515	1250	「我只是因为＊Ａ来了而觉得很高兴…」
SEEN1515	1253	「我只是因为＊Ｂ来了而觉得很高兴…」
SEEN1515	1255	「因为我们两个人又能待在一起了…」
SEEN1515	1262	「看到＊Ａ的脸，我终于…想起来了…」
SEEN1515	1265	「看到＊Ｂ的脸，我终于…想起来了…」
SEEN1516	1030	海星＞我＞海蛞蝓\n大概已经形成了这样的不等式。
SEEN1516	1328	「那个…」
SEEN1516	1345	「欢迎回来，＊Ａ…」
SEEN1516	1348	「欢迎回来，＊Ｂ…」
SEEN1516	1657	「＊Ａ…」
SEEN1516	1660	「＊Ｂ…」
SEEN1516	1701	「＊Ａ…」
SEEN1516	1704	「＊Ｂ…」
SEEN1516	3260	「姐姐，恭喜你——！」\n$w「公子，恭喜你——！」
SEEN1517	53	平静…
SEEN1517	55	愉快…
SEEN1517	245	「＊Ａ…」
SEEN1517	248	「＊Ｂ…」
SEEN1517	499	就这样。
SEEN1518	8	彻夜未眠迎来的清晨。
SEEN1518	163	抬头一看，挂在校舍窗边的横幅正随风飘动。
SEEN1518	181	再往上，是一片湛蓝的天空。
SEEN1518	184	真是个好天气。
SEEN1518	219	婚礼会场，是一间没有任何装饰的教室。
SEEN1518	221	只有新郎新娘，以及认识新娘的老师们，举行了一场小小的婚礼。
SEEN1518	223	在公子曾经执教的地方，两个人交换了永恒的誓言。
SEEN1518	225	公子很美。
SEEN1518	228	芳野祐介也帅得让我嫉妒。
SEEN1518	232	她的男朋友也帅得让我嫉妒。
SEEN1518	588	$S046「真的…」
SEEN1518	592	$S040「…非常开心。」
SEEN1518	600	那个名字却怎么也想不起来…
SEEN1518	811	我很喜欢她…」
SEEN1518	843	「所以，公子…」
SEEN1518	845	「连同那家伙的心愿一起…」
SEEN1518	847	「请一定要幸福。」
SEEN1518	916	因为这是她思念的形状。
SEEN1518	924	　$S046恭喜你，姐姐。
SEEN1518	926	　$S046永远、永远都要幸福。
SEEN1518	930	　$S046一直、一直幸福下去。
SEEN1518	1935	「海星。」\n$w「海星。」\n$w「海星。」
SEEN2415	2	「…嗯？」
SEEN2415	4	眼前出现了刚才还没有的景象。
SEEN2415	10	即使从这里也能看出，两名骑手都是没戴头盔的年轻男人。
SEEN2415	12	其中一个挥手示意。
SEEN2415	14	两辆摩托车发出巨响，开始在校园里横冲直撞。
SEEN2415	16	记得去年年底也发生过类似的事。
SEEN2415	18	当时的犯人是附近工业学校的学生。
SEEN2415	20	镇上第一的升学名校，真的就那么让他们不爽吗。
SEEN2415	36	「哦，什么什么？」
SEEN2415	38	春原的身体突然挡在我眼前。
SEEN2415	40	「混蛋，别踩到别人的桌子上。」
SEEN2415	56	「有什么关系。哦，好厉害，飙得真猛。」
SEEN2415	72	听到这阵噪音，其他男生也开始聚到窗边看热闹。
SEEN2415	74	…烦人得不能再烦人。
SEEN2415	83	我站起身来。
SEEN2415	137	我在走廊等这阵骚动平息。
SEEN2415	139	教室里的围观者一下子沸腾起来。
SEEN2415	141	紧接着又响起一片尖叫声。
SEEN2415	143	要是我还待在里面，八成会气得揍某个人（主要是春原）…。
SEEN2415	149	老师们会怎么处理这件事呢。
SEEN2415	151	我决定看看事情会怎么发展。
SEEN2415	153	突然，另一个教室的围观者也一下沸腾起来。
SEEN2415	196	是个女学生。
SEEN2415	198	甚至开始响起尖叫声。
SEEN2415	214	「咻——！」
SEEN2415	216	话说，是你啊。
SEEN2415	232	「她是打算去说教吗？」
SEEN2415	234	「不会吧…这可不是闹着玩的…」
SEEN2415	250	老师们到底在干什么，半天都没人出来。
SEEN2415	508	说实话，怎样都无所谓…。
SEEN2415	513	最适合拿来打发时间。
SEEN2415	516	我站起身，离开教室。
SEEN2416	239	「那、那当然是…
SEEN2416	241	做、做下流…」
SEEN2416	981	$S065「去死啊——————！」
SEEN2416	2279	咚！＿
SEEN2417	1407	咚！＿
SEEN2417	3025	等等…不会吧。」
SEEN2418	209	「那个作战就是…
SEEN2418	211	心理战。」
SEEN2418	567	不过听起来挺有意思，我便答应了。
SEEN2418	1266	「既然暴露了，也没办法…
SEEN2418	1268	先下手为强！」
SEEN2418	1385	咚！＿
SEEN2418	1438	我把他朝智代那边踢回去。
SEEN2418	1524	咚！＿
SEEN2418	2059	上吧。」
SEEN2418	2438	喂，等等。」
SEEN2418	2484	明明还在担心和自己的传闻会拖她后腿……
SEEN2418	2486	却又眼看着那家伙去招惹她而不阻止，也实在很矛盾。
SEEN2418	2625	喂，等等。」
SEEN2418	2671	明明还在担心和自己的传闻会拖她后腿……
SEEN2418	2673	却又眼看着那家伙去招惹她而不阻止，也实在很矛盾。
SEEN2419	104	「所以？这次又想出什么作战了？」
SEEN2421	72	「你还悠闲个什么劲。要迟到了。」
SEEN2421	918	之后简单吃了点面包当午饭，为下午的课做准备。
SEEN2421	922	只要回想早上的事就明白了。
SEEN2421	924	只要是她想到的事，就一定会全部做到。
SEEN2421	926	这家伙有着让人不得不这么想的行动力。
SEEN2422	783	「是啊…」
SEEN2422	789	「不，不是嫌你麻烦什么的…」
SEEN2422	791	「该怎么说呢…」
SEEN2422	793	「我是说，你不是还有更重要的事该做吗。」
SEEN2422	1280	而且法兰克福香肠还插在他的鼻子里。
SEEN2422	2013	「$S065啊——哈哈哈哈！$S」
SEEN2422	2515	「呃、那个…
SEEN2422	2517	相乐美佐…」
