scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN6426	1094	＊Ｂ	＊Ｂ	「あいつゲイになっちまったんだ…」	`＊Ｂ@...The guy turned gay.
SEEN6426	1098	＊Ｂ	＊Ｂ	「ゲイ。おまえ、知らねぇの？」	`＊Ｂ@Gay. Do you not know what that means?
SEEN6426	1148	＊Ｂ	＊Ｂ	「バスケの練習中もボールじゃなくて、俺の顔をベタベタ触ってきやがってよ…」	`＊Ｂ@When we were practicing, he kept putting his sweaty hands all over my face instead of the ball...
SEEN6426	1915			…こいつはマジで、春原がゲイになったと信じているのだ。	...Nagisa must genuinely believe that Sunohara has turned gay.
SEEN6426	2090	＊Ｂ	＊Ｂ	「ゲイだってこと…」	`＊Ｂ@...gay for me...
SEEN6426	2555			＿＿主役：＊Ａ＊Ｂ\n$S008＿$S000ヒロイン：古河渚\n＿死体役：春原陽平	$S039＿$S046Protagonist: ＊Ｂ ＊Ａ\nLeading lady: Nagisa Furukawa\n＿＿＿$S009＿$S046Corpse: Youhei Sunohara
SEEN6426	5322			春原が寮に戻っていった。	Sunohara heads back to his dorm.
SEEN6426	5325			渚とふたりきりになる。	Now it's just me and Nagisa.
SEEN6427	465	＊Ｂ	＊Ｂ	「サンキュ」	`＊Ｂ@Gracias.
SEEN6428	5075	春原	春原	「へひ？　な、なんでしょうか？」	`Sunohara@Hrm? Y-Yes, what could it be?
SEEN6428	5249	杏・＊Ｂ	杏・＊Ｂ	「今更…」\n$w「今更…」	`Kyou & ＊Ｂ@You're just now realizing that...?\n$wYou're just now realizing that...?
SEEN6428	5581			$S081ゴズン！	$S081*CLONK*
SEEN6428	5771	春原	春原	「たすけ、	`Sunohara@Help―
SEEN6428	5773			ぶへっ！	 *BFFT*
SEEN6428	5778			ぎゃあああああああ！」	AAAAAAGH!
SEEN6428	5835	春原	春原	「痛い…すごく色んなところが痛い…」	`Sunohara@It hurts... It hurts in so many places...
SEEN6428	6716			はしゃぐ春原。	Sunohara is in high spirits.
SEEN6428	6732			でもなぜか周囲からは『あーぁ…』とか『かわいそう…』と言った、不安にさせる囁きが聞こえてくる。	But for some reason, I can hear the girls around him murmuring things that make me feel uneasy, like ❝Ooh...❞ and ❝Poor thing...❞
SEEN6428	7587	＊Ｂ	＊Ｂ	「だな」	`＊Ｂ@Yeah.
SEEN6428	7591	＊Ｂ	＊Ｂ	「いや、その隣」	`＊Ｂ@No, right next to it
SEEN6428	9271			生徒の要望に応え、別の階に大きな図書室が設けられると……	In response, the school constructed another, much bigger library on a different floor.
SEEN6428	9273			ここはそこに入りきらない書籍を保管しておくだけの資料室となった。	And as the result, this place was demoted to a reference room for storing books deemed unnecessary to the new library.
SEEN6428	10527	美佐枝	美佐枝	「しない。じゃあね」\n…バタン。	`Misae@Let's not. Bye.\n*Thud*
SEEN6429	54	＊Ｂ	＊Ｂ	（春原をゲイに仕立て上げる作戦はもう使えないし…）	`＊Ｂ@(I can't try to make Sunohara out to be gay, I've already used that one...)
SEEN6429	1065			柄にもない…。	This isn't like me at all...
SEEN6429	1067			何が俺にそんな言葉を吐かせるのか…。	What could have made me spit out those words...?
SEEN6429	1069			ふと手のひらに…熱さを覚えた。	Suddenly, a warm sensation on my palm pulls my attention away.
SEEN6429	1071			持ち上げてみる。	I raise my hand and look at it.
SEEN6429	1091			そこから、何かが放たれた気がした。	It feels like it's emitting something.
SEEN6429	1571	＊Ｂ	＊Ｂ	「まぁ、春原しごくには最適だったな」	`＊Ｂ@Well, she is perfect for working Sunohara to the bone.
SEEN6430	4204			コートに落ちていた。	and fall to the court.
SEEN6430	5780			コートに落ちていた。	and fall to the court.
SEEN6430	6346	不良	不良	「んだよ、そもそもてめぇらがゆきねぇをあんな野蛮な試合に誘うから悪ぃんだろがっ」	`Delinquent@Hey, this is your fault for inviting Yukine to play in a sport that's played so savagely.
SEEN6430	6476	春原	春原	「必殺…	`Sunohara@Time for our secret technique... 
SEEN6430	6478			おっぱいぷるるんシューーートッ！」	the Jiggly-boob Shot!!!
SEEN6430	7533			コートに落ちていた。	and fall to the court.
SEEN6430	8965	秋生	秋生	「ふん…	`Akio@Hmph...
SEEN6430	8967			よし」	 All right.
SEEN6430	8983	秋生	秋生	「俺を助っ人に使え」	`Akio@I'll help you guys out.
SEEN6430	11592			ネットを揺らすことなくコートに落ちていた。	then falls to the court without any contact with the net.
SEEN6430	11983	＊Ｂ・春原	＊Ｂ	「あ…」\n$w「あ…」	`＊Ｂ & Sunohara@Ack...\n$wAck...
SEEN6430	12733			同じ高みに。	We can still reach the same heights.
SEEN6430	13225			俺も呑気にしていられない。	I can't sit around either.
SEEN6430	13406	＊Ｂ	＊Ｂ	「だな…」	`＊Ｂ@Yeah...
SEEN6430	13409	＊Ｂ	＊Ｂ	「保健室いこう。肩貸してやるから」	`＊Ｂ@Let's go to the nurse's room. Here, I'll give you my shoulder.
SEEN6430	15006	春原	春原	$S055「え゛ぇぇぇぇぇーーーーーーーーっ！」	`Sunohara@$S055GWUUUUUUUUH?!
SEEN6444	55	％Ａ	％Ａ	「＊Ａさん、おはようございます」	`％Ａ@Good morning, ＊Ａ-san.
SEEN6444	58	％Ａ	％Ａ	「＊Ｂくん、おはようございます」	`％Ａ@Good morning, ＊Ｂ-kun.
SEEN6444	137	％Ａ	％Ａ	「いえ、午後からは＊Ａさん、結構お話してくれます」	`％Ａ@No, you talk to me quite a lot in the afternoons, ＊Ａ-san.
SEEN6444	140	％Ａ	％Ａ	「いえ、午後からは＊Ｂくん、結構お話してくれます」	`％Ａ@No, you talk to me quite a lot in the afternoons, ＊Ｂ-kun.
SEEN6444	142	％Ａ	％Ａ	「朝は、わたしが結構話しちゃってます」	`％Ａ@I end up talking a lot during the morning.
SEEN6444	363	％Ａ	％Ａ	「じゃあ、＊Ａさんからもお話してほしいです」	`％Ａ@Then I'd like you to talk too, ＊Ａ-san.
SEEN6444	366	％Ａ	％Ａ	「じゃあ、＊Ｂくんからもお話してほしいです」	`％Ａ@Then I'd like you to talk too, ＊Ｂ-kun.
SEEN6444	1084	％Ａ	％Ａ	「どうしましたか、＊Ａさんっ」	`％Ａ@What's the matter, ＊Ａ-san?
SEEN6444	1087	％Ａ	％Ａ	「どうしましたか、＊Ｂくんっ」	`％Ａ@What's the matter, ＊Ｂ-kun?
SEEN6444	1230			渚と昼休みを過ごし…	...spend lunch with Nagisa...
SEEN6444	1232			渚と下校する。	...and leave school with Nagisa.
SEEN6444	1234			そんな日々が続いていく。	We spend day after day like this.
SEEN6444	1236			たまに、鬱陶しいと思いながら…	Sometimes I find it irritating...
SEEN6444	1238			たまに、渚のことを可愛いと思いながら…	But others, I can't help but think about how cute she is...
SEEN6444	1241			学校生活を送っていく。	That's the kind of life I now lead at school.
SEEN6444	1260			穏やかだった。	It's peaceful.
SEEN6444	1262			学校で過ごす時間をそんなふうに思えるなんて…	To think that I'd ever be spending time at school like this...
SEEN6444	1264			自分のことながら、滑稽だった。	It seems almost comical, if I do say so myself.
SEEN6444	1307			５月になると、新しい生徒会が発足された。	Once May begins, the new student council is inaugurated.
SEEN6444	1311			週末には、新しい生徒会が発足された。	The new student council is inaugurated over the weekend.
SEEN6444	1315			俺と％Ｃは、何度か、生徒会室へと直談判に行った。	％Ｃ and I go to the student council room time and time again to talk with them directly.
SEEN6444	1317			件はもちろん、演劇部の再建。	The topic of our conversations is, of course, the drama club.
SEEN6444	1319			けど、やはり顧問が必要だということで、進展はなかった。	But in the end, we get nowhere. We really do need an advisor to do anything.
SEEN6444	1324			生徒会長は坂上智代。	Tomoyo Sakagami is the student council president.
SEEN6444	1326			例の、不良相手に格闘を演じた女生徒だった。	The very girl who acted out a fight with delinquents.
SEEN6444	1328			俺と％Ｃは、何度か、その生徒会長相手に直談判をした。	％Ｃ and I go time and time again to speak to the student council president.
SEEN6444	1330			件はもちろん、演劇部の再建。	The topic of our conversations is, of course, the drama club.
SEEN6444	1332			智代という女生徒は予想以上に話がわかる奴だった。	This ＊Ｂ girl is a surprisingly understanding president.
SEEN6444	1334			けど、やはり顧問が必要だということで、打開案は生まれなかった。	But in the end, we can't figure our next move. We really do need an advisor to do anything.
SEEN6444	1338			生徒会長は智代だった。	Tomoyo is the student council president.
SEEN6444	1341			これで話しやすくなると思い、俺と％Ｃは、生徒会室へと談判に行った。	Thinking that this would make the conversation easier, ％Ｃ and I go to the student council room to speak with her directly.
SEEN6444	1359			件はもちろん、演劇部の再建。	The topic of our conversations is, of course, the drama club.
SEEN6444	1361			けど、やはり顧問が必要だということで、打開案は生まれなかった。	But in the end, we can't figure out our next move. We really do need an advisor to do anything.
SEEN6444	1741	％Ａ	％Ａ	「＊Ａさん…」	`％Ａ@＊Ａ-san...
SEEN6444	1744	％Ａ	％Ａ	「＊Ｂくん…」	`％Ａ@＊Ｂ-kun...
SEEN6501	705	春原	春原	「１％の努力と２０％のやる気と３０％の自己顕示欲と……」	`Sunohara@I did that thanks to one percent effort, twenty percent enthusiasm, thirty percent glory-seeking,
SEEN6501	707	春原	春原	「２０％のバスケ大好きと２０％の素敵な友情と…」	`Sunohara@Twenty percent a love for basketball, twenty percent my wonderful sense of friendship, and...
SEEN6501	1611	＊Ｂ	＊Ｂ	「ネタ披露するわけじゃないからな」	`＊Ｂ@It will not show off a performance.
SEEN6502	182	親父	父亲	「そう…	`Father@Oh...
SEEN6502	184			寂しくなるね」	 It'll be lonely here without you.
SEEN6502	186	親父	父亲	「＊Ｂくんは…	`Father@It's always nice talking with you...
SEEN6502	188			いい話し相手だったからね」	 ＊Ｂ-kun.
SEEN6502	198			最後まで平静でいよう…。	 I'm staying calm until I'm done here...
SEEN6502	270			父さん」	Dad.
SEEN6502	542			\n俺は思いきり滑る。	\nI fall over straight to the ground.
SEEN6502	2045	＊Ｂ	＊Ｂ	（俺、早苗さんのことが好きなのかな…）	`＊Ｂ@(I wonder if I like her or something...)
SEEN6502	2259	＊Ｂ	＊Ｂ	「いや、ここ、俺の部屋だと思ったんだけど」	`＊Ｂ@Er, it's just that I thought that this was my room.
SEEN6506	180			見ろ。そこらへんにいる素人を連れてきたほうがマシだと思えたあの渚が……	Just look at her. This is Nagisa we're talking about. I'd once thought that the average person off the street would do a better job acting than her,
SEEN6506	182			こんなにも演劇部員らしくなっている。	But now she's sounding like a real drama club member.
SEEN6506	1173			\nゲシッ！	\n*THWAK*
SEEN6508	1201	＊Ｂ	＊Ｂ	「ああ、そうだな」	`＊Ｂ@Oh, good idea.
SEEN6510	607			大丈夫なんだろうか、こんなので。	I wonder if I'm really okay doing things like this.
SEEN6510	776	春原	春原	「そうだねぇ…	`Sunohara@Hmm...
SEEN6510	778			エイリアン」	 Aliens.
SEEN6511	716			俺は坂を登り始めた。	 and begin to climb the hill.
SEEN6511	1324			渚の姿はもう館内になかった。	I can't find Nagisa in the building any longer.
SEEN6511	1326			控え室となっている用具庫で、衣裳に着替えて出番を待っているはずだった。	She should be in the equipment room that's being used as a makeshift green room, changing into her costume and waiting for her turn.
SEEN6511	1594			　$S038…そんなことできないです。	 $S038...I can't do that.
SEEN6511	1617			泣き始めた。	 she begins to cry.
SEEN6511	2284			でも、家族はあのオッサンと早苗さんだ。	But she has her old man and Sanae-san as parents.
SEEN6511	2286			どんな溝だって、すぐに埋めてしまうに違いない。	I'm sure that no matter what the damage is, they'll be able to patch it up in no time.
SEEN6511	2288			俺は一番近くで、それを見守っていこうと…	And I'll be closer to Nagisa than anyone else as I watch over her.
SEEN6511	2316			早苗さんの励ましは、なんだか的外れだった。	Sanae-san's words of encouragement are somewhat off the mark.
SEEN6511	2318			けど、それに便乗しない手はない。	But my only option is to follow them up.
SEEN6511	2385			幻想物語が。	set on a winter day.
SEEN6512	31			というのも子供っぽいが、ようやく恋人同士で過ごせる休日だった。	 the next day is a long-awaited day for me; the first day off we can finally spend as a couple.
SEEN6514	148	渚	渚	「その…	`Nagisa@Well...
SEEN6514	150			並んで歩いて…お話したりです」	 Walking side-by-side... and talking.
SEEN6514	323			夢の中では、ふたりで歩けますように。	 the two of us can walk together.
SEEN6514	1497			立ち止まってしまった。	 freeze in place.
SEEN6514	1501			留年するべきだったんだ…」	 I should've repeated too...
SEEN6727	487			いいというしかないだろう…。	It doesn't look like I have much of a choice here...
SEEN6727	489			ここで渚だけ連れ出したら、単なる人でなしだ…。	I don't want to imagine how they'd look at me if I take only Nagisa away from here...
SEEN6729	828			柄にもない…。	This isn't like me at all...
