scene	code_index	zh_body
SEEN0555	120	砰砰砰！子弹贯穿了她的身体！
SEEN0555	128	「好险啊，那家伙是僵尸。」\n一个拿枪的男人出现了。\n「我叫史蒂夫。」
SEEN0555	130	「这所学校已经成了僵尸巢穴。一起逃出去吧。」
SEEN0555	142	不知道哪来的强敌出现，把你杀掉了！\nＧＡＭＥＯＶＥＲ
SEEN0555	150	史蒂夫加入了队伍！
SEEN0555	157	两个人一起沿着走廊前进。
SEEN0555	159	哗啦——！窗户被撞碎，一条狗出现了！
SEEN0555	169	嘎呜。\n「呀啊——！」\n史蒂夫力竭倒下了…。
SEEN0555	171	之后又冒出一个很强的家伙，把你也杀了。\nＧＡＭＥＯＶＥＲ
SEEN0555	180	「哈哈，别闹了！」汪汪！
SEEN0555	182	玩闹了一阵后，你和它分别了。
SEEN0555	184	进入房间后，一条大蛇突然袭来！
SEEN0555	186	嘎呜。\n「好痛。」\n史蒂夫中毒，命悬一线！
SEEN0555	188	你出去寻找血清。
SEEN0555	190	眼前有一个大架子。
SEEN0555	201	来到一个三岔路口。
SEEN0555	213	一个毛茸茸的家伙冒了出来，你被它干掉了。\nＧＡＭＥＯＶＥＲ
SEEN0555	221	来到直升机坪。
SEEN0555	224	轰隆轰隆轰隆…你被直升机救走了。\n「再见，珍妮弗。」\nＴＨＥ　ＥＮＤ
SEEN0555	233	一个很强的家伙出现了。你反击得有模有样，差一点就赢了，但最后还是被干掉了。\nＧＡＭＥＯＶＥＲ
SEEN0555	242	里面藏着一只僵尸！
SEEN0555	245	\n「这个给你。」他给了你一瓶血清。
SEEN0555	250	你接过血清，回到史蒂夫身边。
SEEN0555	252	史蒂夫总算保住了一命。
SEEN0555	259	「你可是我的救命恩人啊…」\n史蒂夫张开双臂想要拥抱。
SEEN0555	269	「答应我，再也不要离开我。」\n「嗯…」\nＧＡＭＥＯＶＥＲ
SEEN0555	279	嘿！你强行把他推开。
SEEN0555	283	史蒂夫倒在地上。紧接着，
SEEN0555	285	砰砰砰！子弹贯穿了他的身体！
SEEN0555	293	「好险啊，那家伙是僵尸。」\n一个拿枪的女人出现了。\n「我叫萝丝。」
SEEN0555	295	「接下来一起行动吧。」
SEEN0555	305	萝丝加入了队伍！
SEEN0555	310	「呼…你真是太棒了。」\n然后，你们迎来了慵懒的清晨。\nＧＡＭＥＯＶＥＲ
SEEN0555	320	嘿！你把她推开。
SEEN0555	324	萝丝倒在地上。紧接着，
SEEN0555	326	砰砰砰！子弹贯穿了她的身体！
SEEN0555	334	「真是千钧一发也。」\n一个拿枪的忍者出现了。
SEEN0555	336	「在下名为刃。就让在下陪同阁下吧。」
SEEN0555	339	刃加入了队伍！
SEEN0666	17	「这里你倒是点头同意一下啊！
SEEN0666	33	…等等，你还真点头了啊！？」
SEEN1002	16	（昨天失败了…今天说什么也得让她喝下去。）
SEEN1002	90	我把吸管顶端插进风子的鼻孔。
SEEN1002	94	「哈！」
SEEN1002	96	我鼓足气势，用力捏下纸盒的腹部。
SEEN1002	98	啾！
SEEN1002	202	…让她喝下去了。
SEEN1002	522	走下楼梯。
SEEN1002	578	在自动售货机买了一盒纸包装果汁。
SEEN1002	580	我难得感慨万千地喝着它。
SEEN1003	272	…终于让她喝下去了。
SEEN1004	854	…成功了。
SEEN1004	856	…终于让她喝下去了。
SEEN1004	863	…我是在犯傻吗。
SEEN1004	869	来吧。不知道有没有意思，总之试试看。
SEEN1004	925	把插在果汁盒里的吸管，塞进她毫无防备的鼻孔。
SEEN1004	927	噗嗤。
SEEN1005	264	（这家伙真是毫无防备啊…）
