scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN0423	147			隣は、いつも通り空席。	Typical, the seat next to mine is vacant.
SEEN0423	149			鞄を置き、席につくと……	I take off my bag and drop down into the seat, dejected at the thought of having to zombie my way through another class.
SEEN0423	151			もう後は、外を見ていることしかすることがなかった。	There's nothing else to do but look out the window, really. So that's what I do.
SEEN0423	214			休み時間。	Break time. Finally.
SEEN0423	805			俺とおまえは、昨日も会ってるんだ」	we actually met yesterday.
SEEN0423	865			俺とおまえは、すでに知り合いなんだ」	we actually know each other already.
SEEN0423	900	春原	春原	「おまえが言えって言ったんだろがっ！」	`Sunohara@I only said that because you told me to!
SEEN0423	1215	＊Ｂ	＊Ｂ	「悪いが、違う」	`＊Ｂ@Sorry, but no.
SEEN0423	2660	春原	春原	「４×５は…えーと…	`Sunohara@4 times 5 is... uh... 
SEEN0423	2662			２０かな～」	20, I think...?
SEEN0423	2797			とは言っても、あいつの妹だ。ろくでもない妹に違いない。	Still, she's related to Sunohara, so she's probably awful.
SEEN0423	2800			まぁ、春原自身がどっちかというと女顔だから、その妹もそんなに無骨な作りにはならないだろう。	Of course, Sunohara has a somewhat feminine face himself, so I'm sure his little sister didn't turn out looking too bad.
SEEN0423	2803			だが、春原のあの性格を考えると…	But when I think about Sunohara's personality...
SEEN0423	2807			「おにいちゃん、あたしよ、ウフフフ…	It's me, onii-chan, ehehe... 
SEEN0423	2809			ググ……	Ggt... 
SEEN0423	2811			ギギギ……	Grrrt... 
SEEN0423	2813			\n$S065ケェーーーーッ！」	\n$S065 Kaaaaahhh!!
SEEN0423	2815			なんて、ひとつのセリフで前半と後半のキャラが違うような女に違いない。	She'd probably be the kind of girl whose a certain way one minute, then totally different the next.
SEEN0423	2817			というか、今のはキャラどころか、容貌も変わっていたが。	Not just in attitude either, but appearance as well.
SEEN0423	2819			それに対して春原の奴も…	And I bet when Sunohara talks to her...
SEEN0423	2821			「よぅ、妹、久しぶりだな…	Hey, little sister. It's been a while... 
SEEN0423	2823			ゲゲ…	Gehhtt... 
SEEN0423	2825			バリバリボリボリッ…	*Krak* *Pop* *Snap* 
SEEN0423	2827			おっと、受話器を食っちまったゼェ！」	Oops, I just ate the receiver!
SEEN0423	2829			なんてことになるかもしれない。	Or something like that would happen.
SEEN0423	2831			恐ろしい…妖怪どものコミュニケーションが俺の知らないところで執り行われているのだ…。	What a terrifying thought... those two monsters communicating with one another somewhere in secret...
SEEN0423	3203	＊Ｂ	＊Ｂ	「どうして。土蔵に封印でもされてるのか？」	`＊Ｂ@Why not? Has she been sealed off in a family storehouse somewhere?
SEEN0423	3355	＊Ｂ	＊Ｂ	「ちっ…」	`＊Ｂ@Tch...
SEEN0424	729			俺とおまえは、昨日も会ってるんだ」	we actually met yesterday.
SEEN0424	789			俺とおまえは、すでに知り合いなんだ」	we actually know each other already.
SEEN0424	824	春原	春原	「おまえが言えって言ったんだろがっ！」	`Sunohara@I only said that because you told me to!
SEEN0424	989	春原	春原	「ん？　そうだな、カツ丼かな…	`Sunohara@Hm? Well, maybe a pork cutlet bowl... 
SEEN0424	991			それと便座カバー」	and a toilet seat cover.
SEEN0424	1011	春原	春原	「これでもちゃんと考えてるってのっ、将来のこととかさっ…	`Sunohara@Hey, I do think about my own future despite how I might look... 
SEEN0424	1013			それと便座カバー」	and a toilet seat cover.
SEEN0424	1033	春原	春原	「馬鹿だとぉ？　今、僕に馬鹿って言ったな!?	`Sunohara@An idiot?! Did you just call me stupid?! 
SEEN0424	1035			　それと便座カバー」	And a toilet seat cover.
SEEN0424	1039	春原	春原	「こう見えても、昔は神童って呼ばれてたんだぞっ！	`Sunohara@Despite what you may think of me now, I used to be called a prodigy, you know! 
SEEN0424	1041			　それと便座カバー」	And a toilet seat cover.
SEEN0424	1059	春原	春原	「はぁ…あの頃はなんにでもなれると思ってたのにな…」	`Sunohara@Ah... I thought I could be anything I wanted back then...
SEEN0424	1075	春原	春原	「飛行機のパイロットや、学校の先生や、警察官…	`Sunohara@An airplane pilot, a teacher, a policeman... 
SEEN0424	1077			それと便座カバー」	and a toilet seat cover.
SEEN0424	1093	春原	春原	「って、もう嫌じゃぁぁぁーーーーっ！」	`Sunohara@AAAAAGH! I'm sick of this!!
SEEN0424	1116			、と盛大に転ける春原。	Sunohara falls over for all to see.
SEEN0424	1337			、と盛大に転ける春原。	Sunohara falls over for all to see.
SEEN0424	1448			・つ	eat 
SEEN0424	1450			・ど	that 
SEEN0424	1452			・ん	pork 
SEEN0424	1454			・く	cutlet 
SEEN0424	1456			・お…	bowl...❞
