scene	code_index	zh_body
SEEN7100	652	「如果不是免费的 那好吧」
SEEN7102	48	从演讲者那里听到一个我以前听到的介绍。
SEEN7102	106	「可能和你想的一样」
SEEN7102	158	「嗯,我可以从记忆中唱出整首歌」
SEEN7102	1012	「之后…」
SEEN7102	1014	「女老师和男孩长大后怎么了？」
SEEN7102	1262	「事实上,一个工作上的人伊吹-老师的男朋友」
SEEN7102	2000	「是吗？\n$w是吗？」
SEEN7102	3639	"「""当然是！""\n$w""当然！""」"
SEEN7102	4209	「停下来！ 别问她！」
SEEN7102	5834	「你还有伊吹- 老师一直努力工作,毕竟」
SEEN7103	32	「来了！\n$w来了！」
SEEN7103	619	是啊,我也会被感动, 如果我没有真正听到这条线之前…
SEEN7103	623	芳野-长官…
SEEN7103	1172	— 爱和扩展
SEEN7200	1816	「我告诉他后天我会有人照顾他 所以他不应该打扰自己 但他还是去修」
SEEN7200	1818	「他花了将近两个小时。 他的衣服都染黑了 当他完成」
SEEN7200	2274	对她有点不好
SEEN7200	2513	对她有点不好
SEEN7200	3435	无论你怎么看,只给三个人做一个登记员是无效的。
SEEN7200	3437	没有人碰过这个话题, 我们继续用微笑帮助顾客。
SEEN7200	3551	「我的初恋是…
SEEN7200	3553	你们＊Ｂ」
SEEN7200	4189	「欢迎回来 所以你的小棒球学校 是一个巨大的成功,是吗？」
SEEN7200	5681	真是个了不起的人
SEEN7300	83	哦,对了。 那是我们和篮球俱乐部比赛的前一天
SEEN7300	85	我们一直在店里早苗-先生把她介绍给我渚前主讲老师
SEEN7300	1344	「谢谢！\n$w谢谢！」
SEEN7400	876	「不会藤林乖吗？」
SEEN7400	1496	$S040*塔普* *塔普* *塔普* *塔普* *塔普*********************************************************************************************************************************************************************************************
SEEN7400	1532	$S040*踢踏水龙头*
SEEN7400	1564	$S081啪————!!
SEEN7400	1655	她威胁他, 用力踩他的肚子。
SEEN7400	1657	影响很大。
SEEN7400	1673	「我们走椋如果你和这些家伙在一起 你会抓到他们的蠢货」
SEEN7400	1689	「别拉那么用力… 摆…」
SEEN7400	1705	她拉着她的手臂,带她离开。
SEEN7400	1707	现在院子里唯一留下的就是春原躺在地上痛苦地躺着
SEEN7400	1709	「嘿,你还活着吗？」
SEEN7400	1725	「你… 你知道吗… 不知怎的,我觉得我们的计划有缺陷 首先…」
SEEN7400	1733	嗯,一个女孩 我们可以问其他的藤林姐妹们…
SEEN7400	1736	我想不到还有谁…
SEEN7400	1741	我想还有古河…
SEEN7400	1744	但从那天起我们就没见过面了 所以… 问她会有点难
SEEN7400	1746	让我们试试别人…
SEEN7400	1757	好吧,我们走。古河会的
SEEN7400	1899	「你一直坚持吗？ 我的意思是,所有的东西」
SEEN7400	2554	ＨＡＰＰＹ　ＥＮＤ．．．
SEEN7400	4568	「碞钩琌\n$w碞钩琌」
SEEN7400	4639	「这是什么鬼东西？\n$w这是什么鬼东西？」
SEEN7400	4691	「碞钩琌\n$w碞钩琌」
SEEN7400	5458	「快点,没事的…」
SEEN7400	5460	「不会很久的…」
SEEN7401	52	「*叹息*」
SEEN7401	569	「好吧,不会有任何问题 如果你只是解释给她听」
SEEN7401	572	「还是什么？ 你打算接受你的妹妹吗？」
SEEN7401	2092	　[按]
SEEN7401	2149	　…* 划伤*
SEEN7401	3164	「这个可怜的家伙… 我希望我至少能答应他最后的愿望…」
SEEN7401	3166	「好吧,我会告诉你妹妹 你英勇的死亡」
SEEN7401	3785	「哦,不错。 无论如何,这是古河因为…」
