scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN3514	8092			なんて――…呼ばれた…？	What... did she call me...?
SEEN3514	8094			誰の…	Whose... 
SEEN3514	8096			声だった…？	voice was that...?
SEEN3514	8098			ゆっくりと唇から温もりが遠ざかる。	Gently, the warm sensation leaves my lips.
SEEN3514	8100			涙に濡れた顔がはっきりと見えた。	Finally, I can clearly see her tear-sodden face.
SEEN3514	8121	杏	杏	「…好き…」	`Kyou@...I love you...
SEEN3514	8123	＊Ｂ	＊Ｂ	「…おまえ…まさか…」	`＊Ｂ@Don't tell me... you're...
SEEN3514	8259			違うか…」	guess I said that wrong...
SEEN3514	8286			俺も目を閉じて、彼女の身体を抱きしめた。	I close my eyes as well, and hug her body back.
SEEN3514	8288			今から始まった、恋人としての最初の一歩を…。	So that I don't let go of the very first step of our journey together as lovers...
SEEN3514	8290			この温もりを手放さないように、しっかりと…。	So that I don't let go of this warmth, very firmly...
SEEN3514	8292			…強く	...And strongly
SEEN3514	8295			抱きしめた…。	... I hug her...
SEEN3514	9205			すぐ目の前に杏の顔…。	and right in front of me, I see Kyou's face...
SEEN4415	614	＊Ｂ	＊Ｂ	「邪魔したな」	`＊Ｂ@Sorry I bothered you.
SEEN4417	261			どうも調子が狂う。	Something about her puts me off.
SEEN4417	263			彼女の姿が消えてから、俺も歩き出した。	After she's out of sight, I continue on.
SEEN4417	265			行き先は…旧校舎の空き教室だろうな、やっぱり。	I guess I'll be going to an empty classroom in the old building. Again.
SEEN4417	291			結局四時間目が終わるまで、空き教室で過ごした。	I stay in the empty classroom until fourth period ends.
SEEN4417	296			一人でぶらつくのもつまらない。ついていくことにした。	It's no fun wandering around alone. I decide to go with her.
SEEN4417	304			俺のことを気にするわけでもなく、彼女はとことこと歩いていく。	Not minding me one bit, she continues walking.
SEEN4417	306			胸に抱えた本の山を、重いとも思っていないらしい。	She doesn't seem to be fazed by the weight of the books stacked against her chest.
SEEN4417	308			授業中の教室の脇でも、気配をひそめることさえしない。	She doesn't even try to hide from the classes in session.
SEEN4417	311			サボりとは思えない、堂々とした態度だった。	She's so open about it that it doesn't even seem like she's being truant.
SEEN4417	346			着いた所は、図書室前だった。	We arrive in front of the library.
SEEN4417	348			『閉室中』と書かれた札が、戸口に提がっている。	The sign that reads ❝Closed❞ is hung on the door.
SEEN4417	350			当然、入れるはずはない。	Naturally, it's not open.
SEEN4417	352			試しに引き戸に手をかけてみると、するりと横に開いた。	On a whim, I try opening the door. It slides right open.
SEEN4417	684			…こっちが訊きたいぞ。	That's what I want to know.
SEEN4417	686	＊Ｂ	＊Ｂ	「とりあえず、ンジャメナは禁止だ」	`＊Ｂ@Let's just say N'Djamena isn't allowed.
SEEN4417	718	少女	少女	「…いじめっ子？」	`Girl@Are you a bully?
SEEN4417	720	＊Ｂ	＊Ｂ	「違うから」	`＊Ｂ@I'm not.
SEEN4417	722	少女	少女	「でもそれだと、先が続けられないの…」	`Girl@But I can't continue.
