scene	code_index	speaker_jp	speaker_zh	body_jp	en_text
SEEN1514	591			風子がいて…	Fuko is still standing there...
SEEN1514	786	％Ａ	％Ａ	「＊Ａさん、お父さんみたいなこといいます」	`％Ａ@＊Ａ-san, you talk just like Dad.
SEEN1514	789	％Ａ	％Ａ	「＊Ｂくん、お父さんみたいなこといいます」	`％Ａ@＊Ｂ-kun, you talk just like Dad.
SEEN1514	862	％Ａ	％Ａ	「ふぅちゃんは、＊Ａさんのこと好きですか」	`％Ａ@Fu-chan, do you love ＊Ａ-san?
SEEN1514	865	％Ａ	％Ａ	「ふぅちゃんは、＊Ｂくんのこと好きですか」	`％Ａ@Fu-chan, do you love ＊Ｂ-kun?
SEEN1514	1220	％Ａ	％Ａ	「お願いします、＊Ａさん」	`％Ａ@Please, ＊Ａ-san.
SEEN1514	1223	％Ａ	％Ａ	「お願いします、＊Ｂくん」	`％Ａ@Please, ＊Ｂ-kun.
SEEN1514	1315	％Ａ・＊Ｂ	％Ａ・＊Ｂ	「ふぅちゃんっ」\n$w「風子っ」	`％Ａ & ＊Ｂ@Fu-chan!\n$wFuko!
SEEN1514	1355			　ぱこんっ！	 *Kong*
SEEN1514	1381	％Ａ	％Ａ	「＊Ａさんの抱きつき方、エッチだったんですっ」	`％Ａ@It's because the way you hugged her was kind of lascivious!
SEEN1514	1384	％Ａ	％Ａ	「＊Ｂくんの抱きつき方、エッチだったんですっ」	`％Ａ@It's because the way you hugged her was kind of lascivious!
SEEN1514	1633			風子の姿が見えなくなってしまうのではないか。	may become unable to see her.
SEEN1515	1250	％Ａ	％Ａ	「わたしは＊Ａさんが来てくれたって、喜んでたんです…」	`％Ａ@I was just happy that ＊Ａ-san had come...
SEEN1515	1253	％Ａ	％Ａ	「わたしは＊Ｂくんが来てくれたって、喜んでたんです…」	`％Ａ@I was just happy that ＊Ｂ-kun had come...
SEEN1515	1255	％Ａ	％Ａ	「ふたりで一緒にいられるって…」	`％Ａ@Happy that I would be able to be alone with you...
SEEN1515	1262	％Ａ	％Ａ	「＊Ａさんの顔を見て、やっと…思い出せたんです…」	`％Ａ@When I saw your face, I finally... remembered...
SEEN1515	1265	％Ａ	％Ａ	「＊Ｂくんの顔を見て、やっと…思い出せたんです…」	`％Ａ@When I saw your face, I finally... remembered...
SEEN1516	1030			ヒトデ＞俺＞ウミウシ\nという不等式が出来上がっているのだろう。	Starfish ＞ Me ＞ Sea Slug \n...must be building up right now.
SEEN1516	1328	早苗	早苗	「あの…」	`Sanae@Erm...
SEEN1516	1345	早苗	早苗	「おかえりなさい、＊Ａさん…」	`Sanae@Welcome back, ＊Ａ-san...
SEEN1516	1348	早苗	早苗	「おかえりなさい、＊Ｂさん…」	`Sanae@Welcome back, ＊Ｂ-san...
SEEN1516	1657	％Ａ	％Ａ	「＊Ａさん…」	`％Ａ@＊Ａ-san...
SEEN1516	1660	％Ａ	％Ａ	「＊Ｂくん…」	`％Ａ@＊Ｂ-kun...
SEEN1516	1701	％Ａ	％Ａ	「＊Ａさん…」	`％Ａ@＊Ａ-san...
SEEN1516	1704	％Ａ	％Ａ	「＊Ｂくん…」	`％Ａ@＊Ｂ-kun...
SEEN1516	3260	風子・＊Ｂ	风子・＊Ｂ	「おねぇちゃん、おめでとうーっ」\n$w「公子さん、おめでとうーっ」	`Fuko & ＊Ｂ@Onee-chan, congratulations!\n$wKouko-san, congratulations!
SEEN1517	53			穏やかで…	tranquil... 
SEEN1517	55			愉快で…	and ever so delightful...
SEEN1517	245	％Ａ	％Ａ	「＊Ａさん…」	`％Ａ@＊Ａ-san...
SEEN1517	248	％Ａ	％Ａ	「＊Ｂくん…」	`％Ａ@＊Ｂ-kun...
SEEN1517	499			と。	 and that's it.
SEEN1518	8			眠らずに迎えた朝。	The morning sunlight finds its way to our sleepless eyes. 
SEEN1518	163			見上げると、校舎の窓に吊された垂れ幕が風になびいていた。	My eyes wander higher to catch the sight of the banner hanging from a window of the school building, flapping in the wind...
SEEN1518	181			さらにその上は真っ青な空。	And then even higher to be filled up with the brilliant blue light of the sky.
SEEN1518	184			素晴らしい日和だった。	What a beautiful day it is.
SEEN1518	219			式場は、なんの飾りもない教室のひとつ。	The ceremony is being held in a plain classroom without any decorations.
SEEN1518	221			新郎新婦と、新婦を知る教師たちだけで、ささやかに行われた。	It's a modest wedding consisting of only the groom, the bride, and several teachers who know the bride.
SEEN1518	223			公子さんがかつて、教鞭をふるった場所で、ふたりは永遠の誓いを交わす。	But what matters most is the fact that the two are exchanging an eternal oath right at this place where Kouko-san used to teach.
SEEN1518	225			公子さんは、綺麗だった。	She's so beautiful.
SEEN1518	228			芳野祐介も、嫉妬するほどに格好良かった。	And Yusuke Yoshino, too. I can't help feeling jealous of his appearance.
SEEN1518	232			彼氏も、嫉妬するほどに格好良かった。	And her boyfriend, too. I can't help feeling jealous of his appearance.
SEEN1518	588	風…	風…	$S046「本当に…」	`Fu...@$S046It's really so...
SEEN1518	592			$S040「…楽しかったです」	$S040...much fun.
SEEN1518	600			その名は出てこなかった…	 it's nowhere to be found in my memory...
SEEN1518	811			好きだったんだ…」	her...
SEEN1518	843	＊Ｂ	＊Ｂ	「だから、公子さん…」	`＊Ｂ@That's why, Kouko-san...
SEEN1518	845	＊Ｂ	＊Ｂ	「あいつの思いのぶんまで…」	`＊Ｂ@Please...
SEEN1518	847	＊Ｂ	＊Ｂ	「どうか、幸せになってください」	`＊Ｂ@Become happy enough for her share, as well.
SEEN1518	916			思いの形なのだから。	the visible form of her feelings.
SEEN1518	924			　$S046おめでとう、おねぇちゃん。	$S046Congratulations, onee-chan.
SEEN1518	926			　$S046いつまでも、いつまでも、幸せに。	$S046Please always, always be happy.
SEEN1518	930			　$S046ずっと、ずっと幸せに。	$S046Please be happy forever and ever.
SEEN1518	1935	＊Ｂ・春原・％Ａ	＊Ｂ・春原・％Ａ	「ヒトデ」\n$w「ヒトデ」\n$w「ヒトデ」	`＊Ｂ & Sunohara & ％Ａ@Starfish.\n$wStarfish.\n$wStarfish.
SEEN2415	2	＊Ｂ	＊Ｂ	「…ん？」	`＊Ｂ@...Hm?
SEEN2415	4			先ほどまではなかった光景が、そこにはあった。	Something came into my view that hadn't been there a few moments ago.
SEEN2415	10			ライダーは二人ともノーヘルで、若い男だということがここからでもわかる。	Even from here, I can see that the riders are young men, both without helmets.
SEEN2415	12			そのうちのひとりが、手を振って合図する。	One of them waves his hand, signaling to the other.
SEEN2415	14			２台のバイクは、爆音をあげながら校内の敷地内を暴走し始めた。	The two motorcycles start running wild on the school grounds, their engines roaring loudly.
SEEN2415	16			確か、去年の暮れにも似たようなことがあった。	I vaguely remember something similar happening at the end of last year.
SEEN2415	18			その時の犯人は、近くの工業学校の生徒だった。	The culprits that time had been students from the nearby industrial high school.
SEEN2415	20			町一番の進学校というのが、そんなに気に入らないものなのだろうか。	Are they really that pissed off that we're the best school in town?
SEEN2415	36	春原	春原	「お、なになにっ」	`Sunohara@Oh, what's this?
SEEN2415	38			春原の体がいきなり目の前に現れる。	Sunohara's body suddenly fills up my field of vision.
SEEN2415	40	＊Ｂ	＊Ｂ	「てめぇ、人の机の上に乗るな」	`＊Ｂ@You punk! Don't sit on my desk!
SEEN2415	56	春原	春原	「いいじゃん。お、すげぇ、爆走」	`Sunohara@Come on man, it's fine. Whoa, awesome! Those bikes are LOUD!
SEEN2415	72			その騒音を聞いて、他の男子も、何事かと窓際に集まり始めていた。	Drawn in by the racket, the other guys have also started to gather by the window to see what's going on.
SEEN2415	74			…鬱陶しいこと、この上ない。	There's just nothing more depressing than this.
SEEN2415	83			俺は席を立つ。	I get up from my seat.
SEEN2415	137			廊下で、ほとぼりが冷めるのを待つ。	I wait in the hallway for the whole situation to cool down.
SEEN2415	139			教室では野次馬たちが、わっと湧いていた。	The spectators in the classroom suddenly burst out in excitement.
SEEN2415	141			続けて黄色い声が飛び交っていた。	Then, shortly after, the entire classroom fills up with shrill cheers.
SEEN2415	143			あの中にいたら、むかついて誰か（主に春原）を殴っていただろう…。	If I were in there right now, I'd probably have hit someone (probably Sunohara) out of sheer irritation.
SEEN2415	149			教員は、どういう対処を取るだろうか。	I wonder how the teachers are planning to deal with this situation.
SEEN2415	151			俺は成り行きを見守ることにする。	So I decide to stay put and see how this whole ordeal turns out.
SEEN2415	153			突然、わっと、別の教室の野次馬たちが湧いた。	Suddenly, the spectators in another classroom get incredibly rowdy.
SEEN2415	196			女生徒だった。	It was a girl.
SEEN2415	198			黄色い声まであがり始めている。	People are now even starting to cry out in shrill cheers.
SEEN2415	214	春原	春原	「ひゅーっ」	`Sunohara@Woooo!!
SEEN2415	216			つーか、おまえか。	Wait, that was you?
SEEN2415	232	春原	春原	「説教する気かなっ」	`Sunohara@Maybe she's planning on giving 'em a scolding.
SEEN2415	234	＊Ｂ	＊Ｂ	「まさか…しゃれにならないぞ…」	`＊Ｂ@No way... This ain't fooling around, you know...
SEEN2415	250			教師たちは何をしているのか、一向に出てこない。	Just what are the teachers doing...? Not a single one has even so much as shown their face.
SEEN2415	508			正直、どうだっていい…。	Seriously, I don't care what you do...
SEEN2415	513			暇つぶしには最適。	This is the perfect way to kill time.
SEEN2415	516			席を立ち、教室を後にする。	I get up from my seat and leave the classroom.
SEEN2416	239	春原	春原	「そ、そりゃ…	`Sunohara@W-Well... 
SEEN2416	241			い、いやら…」	d-doing something indecen―
SEEN2416	981	春原	春原	$S065「死ねやぁーーーーーーーーっ！」	`Sunohara@$S065DIEEEEEE―――――!!!!!!
SEEN2416	2279			どぐしっ！＿	 *BAM* 
SEEN2417	1407			どぐしっ！＿	 *BAM* 
SEEN2417	3025			って…まさか」	Wait, you don't mean...?
SEEN2418	209	春原	春原	「その作戦とは…	`Sunohara@My plan is... 
SEEN2418	211			心理作戦だ」	psychological warfare.
SEEN2418	567			けど、面白そうだったから俺は引き受けることにする。	However, it sounded like it would be fun, so I accepted.
SEEN2418	1266	春原	春原	「バレたら、仕方がねぇ…	`Sunohara@She knows. Guess it can't be helped... 
SEEN2418	1268			先手必勝！」	First one to strike wins!
SEEN2418	1385			どぐしっ！＿	 *BAM* 
SEEN2418	1438			智代に向けて蹴り返す。	I kick him back toward Tomoyo.
SEEN2418	1524			どぐしっ！＿	 *BAM* 
SEEN2418	2059			いくぞ」	Tomoyo.
SEEN2418	2438			って、待て」	Wait a second.
SEEN2418	2484			自分との噂が足を引っ張るなどと心配しておいて……	It would be pretty hypocritical of me if I just idly stood by while Sunohara tries to put the moves on her,
SEEN2418	2486			あいつが突っかかっていくのを止めずに見ているというのも矛盾した話だった。	While saying I'm worried that rumors about us would sabotage Tomoyo's chance of joining the student council.
SEEN2418	2625			って、待て」	Wait a second.
SEEN2418	2671			自分との噂が足を引っ張るなどと心配しておいて……	It would be pretty hypocritical of me if I just idly stood by while Sunohara tries to put the moves on her,
SEEN2418	2673			あいつが突っかかっていくのを止めずに見ているというのも矛盾した話だった。	While saying I'm worried that rumors about us would sabotage Tomoyo's chance of joining the student council.
SEEN2419	104	＊Ｂ	＊Ｂ	「で？　今度はどんな作戦を思いついたんだよ」	`＊Ｂ@So? What kind of plan did you think up this time?
SEEN2421	72	＊Ｂ	＊Ｂ	「何のんきにしてるんだ。遅刻するぞ」	`＊Ｂ@What're you standing around for? Don't you know you're going to be late?
SEEN2421	918			その後、簡単にパンだけで昼食をすませ、午後からの授業に備えた。	After that, I finish up my lunch with just bread, and prepare myself for afternoon classes.
SEEN2421	922			朝の一件を思い出せばわかる。	Just thinking back on what happened this morning, I think I finally understand.
SEEN2421	924			考えついたことは、すべてやり遂げてしまう。	This girl will accomplish everything she sets her mind to.
SEEN2421	926			こいつは、そう思わせるほどの行動力を持っていた。	She possesses such a go-get-'em attitude that I'm convinced of that.
SEEN2422	783	＊Ｂ	＊Ｂ	「だな…」	`＊Ｂ@Yeah, let's...
SEEN2422	789	＊Ｂ	＊Ｂ	「いや、迷惑とかそういうのじゃなくてさ…」	`＊Ｂ@No, it's not like you're bothering me or anything...
SEEN2422	791	＊Ｂ	＊Ｂ	「何て言うのかな…」	`＊Ｂ@How should I put it...
SEEN2422	793	＊Ｂ	＊Ｂ	「おまえ、もっとやることあるんじゃねぇの、ってことだよ」	`＊Ｂ@I'm saying, don't you have far more important things to do?
